# text	codes
上海市	us hx un
上海师范大学	us hx un fo dy xf
上涨	us is
上游	us yt
上演	us yo
上火	us hu
上班	us bo
上班了	us bo le
上瘾	us ym
上百	us bx
上知天文	us in tc wz
上税	us uk
上空	us kq
上窜下跳	us ch xw tr
上端	us dh
上等	us di
上等人	us di rz
上策	us ce
上算	us sh
上篇	us pc
上级	us jn
上纲上线	us gs us xc
上网	us ws
上翘	us qr
上联	us lc
上肢	us in
上膛	us ts
上色	us se
上苍	us cs
上药	us ya
上菜	us cx
上行	us xl
上行下效	us xl xw xr
上行下达	us xl xw dy
上街	us jv
上衣	us yn
上装	us ig
上证	us ii
上诉	us sj
上课	us ke
上调	us dr
上路	us lj
上身	us uz
上车	us ve
上载	us zx'
上辈子	us bp zn
上边	us bc
上进	us jm
上述	us uj
上部	us bj
上钩	us gt
上锁	us su
上门	us mz
上阵	us iz
上阵父子兵	us iz fj zn bl
上限	us xc
上面	us mc
上颌	us he
上颚	us ee
上饶	us ra
上马	us my
下	xw / xw;p
下一个	xw yn ge
下一次	xw yn cn
下一步	xw yn bj
下三滥	xw so lo
下不为例	xw bj wp ln
下不来台	xw bj lx tx
下不着地	xw bj ie dn
下个	xw ge
下个世纪	xw ge un jn
下个星期	xw ge xl qn
下个月	xw ge yf
下乘	xw vi
下乡	xw xg
下了	xw le
下令	xw ll
下体	xw tn
下作	xw zu
下凡	xw fo
下划线	xw hw xc
下列	xw lv
下午	xw wj
下午好	xw wj ha
下午茶	xw wj vy
下半夜	xw bo ye
下半年	xw bo nc
下半辈子	xw bo bp zn
下半部分	xw bo bj fz
下单	xw do
下厨	xw vj
下去	xw qj
下发	xw fy
下句	xw jj
下台	xw tx
下台阶	xw tx jv
下同	xw tq
下周	xw it
下周一	xw it yn
下周三	xw it so
下周二	xw it ah
下周五	xw it wj
下周六	xw it lb
下周四	xw it sn
下周日	xw it rn
下回	xw hk
下回分解	xw hk fz jv
下图	xw tj
下场	xw vs
下坠	xw ik
下坡	xw pu
下坡路	xw pu lj
下垂	xw vk
下大力气	xw dy ln qn
下头	xw tt
下套	xw ta
下定	xw dl
下定决心	xw dl jf xm
下家	xw jw
下层	xw ci
下届	xw jv
下属	xw uj
下山	xw uo
下岗	xw gs
下工夫	xw gq fj
下巴	xw by
下床	xw vg
下得厨房	xw de vj fs
下情上达	xw ql us dy
下意识	xw yn un
下意识的	xw yn un de
下手	xw ut
下拉	xw ly
下排	xw px
下探	xw to
下文	xw wz
下方	xw fs
下旬	xw xd
下月	xw yf
下来	xw lx
下标	xw br
下棋	xw qn
下楼	xw lt
下榻	xw ty
下次	xw cn
下次吧	xw cn by
下次见	xw cn jc
下毒	xw dj
下水	xw uk
下沉	xw vz
下注	xw ij
下流	xw lb
下浮	xw fj
下海	xw hx
下游	xw yt
下滑	xw hw
下潜	xw qc
下班	xw bo
下班了	xw bo le
下盘	xw po
下知地理	xw in dn ln
下端	xw dh
下笔	xw bn
下笔千言	xw bn qc yo
下笔如有神	xw bn rj yt uz
下笔成章	xw bn vi is
下等	xw di
下等人	xw di rz
下策	xw ce
下级	xw jn
下结论	xw jv ld
下联	xw lc
下肢	xw in'
下脚	xw jr
下脚料	xw jr lr
下自成蹊	xw zn vi qn
下落	xw lu
下落不明	xw lu bj ml
下葬	xw zs
下蛋	xw do'
下行	xw xl
下设	xw ue
下课	xw ke
下调	xw dr
下贱	xw jc
下跌	xw dv
下跪	xw gk
下身	xw uz
下车	xw ve
下载	xw zx
下辈子	xw bp zn
下边	xw bc
下达	xw dy
下部	xw bj
下酒	xw jb
下里巴人	xw ln by rz
下铺	xw pj
下锅	xw gu
下降	xw jg
下限	xw xc
下雨	xw yj
下雨天	xw yj tc
下雪	xw xf
下面	xw mc
下页	xw ye
下颌	xw he
下颚	xw ee
下风	xw fi
下马	xw my
下马威	xw my wp
不	bj / bj;w
不一定	bj yn dl
不一样	bj yn ys
不一样的	bj yn ys de
不一而足	bj yn ah zj
不一致	bj yn in
不一般	bj yn bo
不三不四	bj so bj sn
不中听	bj iq tl
不为五斗米折腰	bj wp wj dt mn ie ya
不为人知	bj wp rz in
不为所动	bj wp su dq
不为瓦全	bj wp wy qh
不久	bj jb
不久之前	bj jb in qc
不久人世	bj jb rz un
不久以后	bj jb yn ht
不久前	bj jb qc
不义之财	bj yn in cx
不乏其人	bj fy qn rz
不习惯	bj xn gh
不买	bj mx
不买账	bj mx is
不了了之	bj lr lr in
不了解	bj lr jv
不予	bj yj
不予理睬	bj yj ln cx
不予置评	bj yj in pl
不二	bj ah
不二之选	bj ah in xh
不二法则	bj ah fy ze
不二法门	bj ah fy mz
不亚于	bj yy yj
不亦乐乎	bj yn le hj
不亦说乎	bj yn uu hj
不仁不义	bj rz bj yn
不仅	bj jm
不仅仅	bj jm jm
不仅如此	bj jm rj cn
不以为意	bj yn wp yn
不以为然	bj yn wp ro
不以为耻	bj yn wp vn
不会	bj hk
不会吧	bj hk by
不伦不类	bj ld bj lp
不但	bj do
不但可以	bj do ke yn
不作为	bj zu wp
不依不饶	bj yn bj ra
不便宜	bj pc yn
不俗	bj sj
不信	bj xm
不信邪	bj xm xv
不修边幅	bj xb bc fj
不值一哂	bj in yn uz
不值一提	bj in yn tn
不值一文	bj in yn wz
不值得	bj in de
不值钱	bj in qc
不假思索	bj jw sn su
不偏不倚	bj pc bj yn
不做	bj zu
不做亏心事	bj zu kk xm un
不停	bj tl
不停的说	bj tl de uu
不像你	bj xg nn
不像话	bj xg hw
不允许	bj yd xj
不光	bj gg
不免	bj mc
不入虎穴	bj rj hj xf
不全	bj qh
不公	bj gq
不公平	bj gq pl
不共戴天	bj gq dx tc
不关痛痒	bj gh tq ys
不再	bj zx'
不再是	bj zx un
不冷	bj li
不冷不热	bj li bj re
不准	bj id
不减当年	bj jc ds nc
不凡	bj fo
不出意外	bj vj yn wx
不出所料	bj vj su lr
不分轩轾	bj fz xh in
不分青红皂白	bj fz ql hq za bx
不切实际	bj qv un jn
不划算	bj hw sh
不利于	bj ln yj
不到	bj da
不到长城非好汉	bj da vs vi fp ha ho
不到黄河心不死	bj da hg he xm bj sn
不务正业	bj wj ii ye
不动产	bj dq vo
不动声色	bj dq ui se
不动如山	bj dq rj uo
不劳而获	bj la ah hu
不包括	bj ba ku
不卑不亢	bj bp bj ks
不单单	bj do do
不厌其烦	bj yo qn fo
不去	bj qj
不及格	bj jn ge
不变	bj bc
不只是	bj in un
不可一世	bj ke yn un
不可不知	bj ke bj in
不可以	bj ke yn
不可以吗	bj ke yn my
不可以的	bj ke yn de
不可企及	bj ke qn jn
不可估量	bj ke gj lg
不可信其无	bj ke xm qn wj
不可偏废	bj ke pc fp
不可全信	bj ke qh xm
不可兼得	bj ke jc de
不可分割	bj ke fz ge
不可同日而语	bj ke tq rn ah yj
不可名状	bj ke ml ig
不可否认	bj ke ft rz
不可告人	bj ke ga rz
不可外扬	bj ke wx ys
不可多得	bj ke du de
不可小觑	bj ke xr qj
不可开交	bj ke kx jr
不可思议	bj ke sn yn
不可想象	bj ke xg xg
不可懈怠	bj ke xv dx
不可或缺	bj ke hu qf
不可抗力	bj ke ks ln
不可捉摸	bj ke iu mu
不可收拾	bj ke ut un
不可救药	bj ke jb ya
不可方物	bj ke fs wj
不可替代	bj ke tn dx
不可理喻	bj ke ln yj
不可知论	bj ke in ld
不可磨灭	bj ke mu mv
不可能	bj ke ni
不可能吧	bj ke ni by
不可能的	bj ke ni de
不可言传	bj ke yo vh
不可言喻	bj ke yo yj
不可言状	bj ke yo ig
不可造次	bj ke za cn
不可遏制	bj ke ee in
不吃羊肉惹身臊	bj vn ys rt re uz sa
不吃这一套	bj vn ie yn ta
不合常理	bj he vs ln
不合时宜	bj he un yn
不合格	bj he ge
不合理	bj he ln
不合群	bj he qd
不合适	bj he un
不同	bj tq
不同之处	bj tq in vj
不同于	bj tq yj
不同凡俗	bj tq fo sj
不同凡响	bj tq fo xg
不同寻常	bj tq xd vs
不同意	bj tq yn
不同政见	bj tq ii jc
不同的人	bj tq de rz
不同程度	bj tq vi dj
不同程度上	bj tq vi dj us
不名一文	bj ml yn wz
不名一钱	bj ml yn qc
不吐不快	bj tj bj kl
不吝指教	bj lm in jr
不吝赐教	bj lm cn jr
不含	bj ho
不听使唤	bj tl un hh
不听劝	bj tl qh
不听老人言	bj tl la rz yo
不吱声	bj in ui
不吵不闹	bj va bj na
不和	bj he
不和谐	bj he xv
不哭	bj kj
不喜欢	bj xn hh
不回去	bj hk qj
不回来	bj hk lx
不图	bj tj
不在	bj zx
不在乎	bj zx hj
不在于	bj zx yj
不在其位	bj zx qn wp
不在场	bj zx vs
不在家	bj zx jw
不在意	bj zx yn
不在此列	bj zx cn lv
不在话下	bj zx hw xw
不坏	bj hl
不堪	bj ko
不堪一击	bj ko yn jn
不堪入目	bj ko rj mj
不堪入耳	bj ko rj ah
不堪回首	bj ko hk ut
不堪设想	bj ko ue xg
不堪造就	bj ko za jb
不堪重负	bj ko iq fj
不声不响	bj ui bj xg
不备	bj bp
不复存在	bj fj cd zx
不复当年	bj fj ds nc
不外	bj wx
不外乎	bj wx hj
不外如是	bj wx rj un
不多	bj du
不够	bj gt
不够塞牙缝	bj gt sx yy fi
不够意思	bj gt yn sn
不大	bj dy
不大不小	bj dy bj xr
不大可能	bj dy ke ni
不太一样	bj tx yn ys
不太习惯	bj tx xn gh
不太了解	bj tx lr jv
不太像	bj tx xg
不太可能	bj tx ke ni
不太喜欢	bj tx xn hh
不太好	bj tx ha
不太好吧	bj tx ha by
不太好看	bj tx ha ko
不太安全	bj tx ar qh
不太懂	bj tx dq
不太敢	bj tx go
不太方便	bj tx fs bc
不太明显	bj tx ml xc
不太明白	bj tx ml bx
不太清楚	bj tx ql vj
不太满意	bj tx mo yn
不太熟悉	bj tx uj xn
不太理想	bj tx ln xg
不太看好	bj tx ko ha
不太舒服	bj tx uj fj
不太认同	bj tx rz tq
不太认识	bj tx rz un
不太赞成	bj tx zo vi
不太适合	bj tx un he
不太高兴	bj tx ga xl
不失为	bj un wp
不失时机	bj un un jn
不好	bj ha
不好惹	bj ha re
不好意思	bj ha yn sn
不好说	bj ha uu
不如	bj rj
不如意事常八九	bj rj yn un vs by jb
不如授人以渔	bj rj ut rz yn yj
不如说	bj rj uu
不如退而结网	bj rj tk ah jv ws
不妙	bj mr
不妥	bj tu
不妨	bj fs
不存芥蒂	bj cd jv dn
不学	bj xf
不学无术	bj xf wj uj
不守妇道	bj ut fj da
不安	bj ar
不安全	bj ar qh
不安好心	bj ar ha xm
不完全是	bj wo qh un
不定期	bj dl qn
不宜	bj yn
不宜久留	bj yn jb lb
不客气	bj ke qn
不宣而战	bj xh ah io
不容	bj rq
不容乐观	bj rq le gh
不容分说	bj rq fz uu
不容小觑	bj rq xr qj
不容忽视	bj rq hj un
不容易	bj rq yn
不容有失	bj rq yt un
不容置喙	bj rq in hk
不容置疑	bj rq in yn
不寒而栗	bj ho ah ln
不对	bj dk
不对劲	bj dk jm
不小	bj xr
不小心	bj xr xm
不少	bj ua
不尽人意	bj jm rz yn
不尽完美	bj jm wo mp
不尽然	bj jm ro
不尽相同	bj jm xg tq
不屈不挠	bj qj bj na
不屑	bj xv
不屑一顾	bj xv yn gj
不屑于	bj xv yj
不巧	bj qr
不差	bj vy
不差毫厘	bj vy ha ln
不希望	bj xn ws
不干不净	bj go bj jl
不干胶	bj go jr
不平	bj pl
不平则鸣	bj pl ze ml
不平衡	bj pl hi
不幸而言中	bj xl ah yo iq
不幸言中	bj xl yo iq
不应	bj yl
不应该	bj yl gx
不开心	bj kx xm
不归路	bj gk lj
不当	bj ds
不当家不知柴米贵	bj ds jw bj in vx mn gk
不影响	bj yl xg
不徇私情	bj xd sn ql
不很	bj hz
不徐不疾	bj xj bj jn
不得	bj de
不得不	bj de bj
不得不低头	bj de bj dn tt
不得不服	bj de bj fj
不得了	bj de lr
不得人心	bj de rz xm
不得其所	bj de qn su
不得其法	bj de qn fy
不得善终	bj de uo iq
不得好死	bj de ha sn
不得已	bj de yn
不得已而为之	bj de yn ah wp in
不得无礼	bj de wj ln
不得有误	bj de yt wj
不得而知	bj de ah in
不得要领	bj de ya ll
不必	bj bn
不必在意	bj bn zx yn
不必当真	bj bn ds iz
不必要	bj bn ya
不忍	bj rz
不忍卒读	bj rz zj dj
不忍直视	bj rz in un
不忘	bj ws
不忘初心	bj ws vj xm
不忙	bj ms
不快	bj kl
不念旧恶	bj nc jb ee
不怀好意	bj hl ha yn
不怎么	bj zz me
不怎么样	bj zz me ys
不怕	bj py
不怕一万	bj py yn wo
不怕不识货	bj py bj un hu
不怕死	bj py sn
不怕没柴烧	bj py mp vx ua
不思悔改	bj sn hk gx
不思进取	bj sn jm qj
不急	bj jn
不怪	bj gl
不患贫而患不均	bj hh pm ah hh bj jd
不悦	bj yf
不情之请	bj ql in ql
不情愿	bj ql yh
不惑之年	bj hu in nc
不惜	bj xn
不惜一切代价	bj xn yn qv dx jw
不惜工本	bj xn gq bz
不想	bj xg
不想多说	bj xg du uu
不愁	bj vt
不感兴趣	bj go xl qj
不愧	bj kk
不愿	bj yh
不愿意	bj yh yn
不慌	bj hg
不慌不忙	bj hg bj ms
不慎	bj uz
不懂	bj dq
不懂就问	bj dq jb wz
不懂装懂	bj dq ig dq
不懈努力	bj xv nj ln
不成	bj vi
不成体统	bj vi tn tq
不成其为	bj vi qn wp
不成敬意	bj vi jl yn
不成方圆	bj vi fs yh
不成问题	bj vi wz tn
不战而屈人之兵	bj io ah qj rz in bl
不战而胜	bj io ah ui
不打不相识	bj dy bj xg un
不打算	bj dy sh
不打自招	bj dy zn ia
不扯了	bj ve le
不把自己当外人	bj by zn jn ds wx rz
不折不扣	bj ie bj kt
不折腾	bj ie ti
不拘一格	bj jj yn ge
不拘小节	bj jj xr jv
不拘泥于	bj jj nn yj
不择手段	bj ze ut dh
不指望	bj in ws
不按常理	bj ar vs ln
不按常理出牌	bj ar vs ln vj px
不排除	bj px vj
不推荐	bj tk jc
不提	bj tn
不提也罢	bj tn ye by
不提倡	bj tn vs
不撞南墙不回头	bj ig no qg bj hk tt
不支持	bj in vn
不支持了	bj in vn le
不攻自破	bj gq zn pu
不放在眼里	bj fs zx yo ln
不放心	bj fs xm
不敌	bj dn
不教而诛	bj jr ah ij
不敢	bj go
不敢当	bj go ds
不敢掠美	bj go lf mp
不敢相信	bj go xg xm
不敢苟同	bj go gt tq
不敢越雷池一步	bj go yf lp vn yn bj
不料	bj lr
不斩来使	bj io lx un
不断	bj dh
不断完善	bj dh wo uo
不断提高	bj dh tn ga
不方便	bj fs bc
不施粉黛	bj un fz dx
不无	bj wj
不无关系	bj wj gh xn
不无道理	bj wj da ln
不日	bj rn
不早不晚	bj za bj wo
不早了	bj za le
不早说	bj za uu
不时之需	bj un in xj
不明	bj ml
不明不白	bj ml bj bx
不明事理	bj ml un ln
不明白	bj ml bx
不明真相	bj ml iz xg
不是	bj un
不是一个	bj un yn ge
不是冤家不聚头	bj un yh jw bj jj tt
不是吃素的	bj un vn sj de
不是吗	bj un my
不是吧	bj un by
不是哥们	bj un ge mz
不是省油的灯	bj un ui yt de di
不是问题	bj un wz tn
不晓得	bj xr de
不曾	bj ci
不服气	bj fj qn
不期而至	bj qn ah in
不期而遇	bj qn ah yj
不来	bj lx
不枉此行	bj ws cn xl
不欢而散	bj hh ah so
不欺暗室	bj qn ar un
不止一次	bj in yn cn
不正之风	bj ii in fi
不正确	bj ii qf
不死	bj sn
不死不休	bj sn bj xb
不死不活	bj sn bj hu
不死心	bj sn xm
不比不知道	bj bn bj in da
不毛之地	bj ma in dn
不求	bj qb
不求人	bj qb rz
不求有功	bj qb yt gq
不求甚解	bj qb uz jv
不求闻达于诸侯	bj qb wz dy yj ij ht
不治之症	bj in in ii
不法之徒	bj fy in tj
不法行为	bj fy xl wp
不测	bj ce
不测风云	bj ce fi yd
不清不楚	bj ql bj vj
不清楚	bj ql vj
不温不火	bj wz bj hu
不满	bj mo
不满意	bj mo yn
不灭	bj mv
不灵	bj ll
不热	bj re
不然	bj ro
不然呢	bj ro ne
不然的话	bj ro de hw
不爽	bj ug
不玩	bj wo
不理	bj ln
不理想	bj ln xg
不理睬	bj ln cx
不甘于	bj go yj
不甘后人	bj go ht rz
不甘寂寞	bj go jn mu
不甘心	bj go xm
不甘示弱	bj go un ru
不甘落后	bj go lu ht
不甚明了	bj uz ml le
不用	bj yq
不用了	bj yq le
不用多说	bj yq du uu
不用客气	bj yq ke qn
不用担心	bj yq do xm
不用谢	bj yq xv
不由	bj yt
不由分说	bj yt fz uu
不由得	bj yt de
不由自主	bj yt zn ij
不男不女	bj no bj nk
不畏强暴	bj wp qg ba
不留	bj lb
不留余地	bj lb yj dn
不留情面	bj lb ql mc
不留痕迹	bj lb hz jn
不疼	bj ti
不疾不徐	bj jn bj xj
不痛不痒	bj tq bj ys
不痛快	bj tq kl
不登大雅之堂	bj di dy yy in ts
不白之冤	bj bx in yh
不相上下	bj xg us xw
不相为谋	bj xg wp mt
不相信	bj xg xm
不相称	bj xg vi
不相符	bj xg fj
不省人事	bj xl rz un
不看僧面看佛面	bj ko si mc ko fu mc
不着痕迹	bj ie hz jn
不着调	bj ie dr
不着边际	bj ie bc jn
不瞒你说	bj mo nn uu
不知不觉	bj in bj jf
不知为不知	bj in wp bj in
不知为何	bj in wp he
不知其二	bj in qn ah
不知其所以然	bj in qn su yn ro
不知凡几	bj in fo jn
不知去向	bj in qj xg
不知名	bj in ml
不知天高地厚	bj in tc ga dn ht
不知好歹	bj in ha dx
不知就里	bj in jb ln
不知廉耻	bj in lc vn
不知情	bj in ql
不知所云	bj in su yd
不知所措	bj in su cu
不知所终	bj in su iq
不知死活	bj in sn hu
不知深浅	bj in uz qc
不知生死	bj in ui sn
不知羞耻	bj in xb vn
不知者不罪	bj in ie bj zk
不知肉味	bj in rt wp
不知趣	bj in qj
不知轻重	bj in ql iq
不知进退	bj in jm tk
不知道	bj in da
不知道为什么	bj in da wp uz me
不知道了	bj in da le
不知高低	bj in ga dn
不确定	bj qf dl
不确定性	bj qf dl xl
不祥之兆	bj xg in ia
不离不弃	bj ln bj qn
不离开	bj ln kx
不积跬步无以至千里	bj jn kk bj wj yn in qc ln
不稀罕	bj xn ho
不稳定	bj wz dl
不符	bj fj
不笨	bj bz
不等	bj di
不等于	bj di yj
不答应	bj dy yl
不算	bj sh
不算数	bj sh uj
不管	bj gh
不管三七二十一	bj gh so qn ah un yn
不管不问	bj gh bj wz
不管不顾	bj gh bj gj
不管了	bj gh le
不紧不慢	bj jm bj mo
不累	bj lp
不约而同	bj yf ah tq
不经一事不长一智	bj jl yn un bj vs yn in
不经之谈	bj jl in to
不经意	bj jl yn
不结盟	bj jv mi
不结盟运动	bj jv mi yd dq
不给	bj gp
不绝于耳	bj jf yj ah
不缺	bj qf
不置可否	bj in ke ft
不翼而飞	bj yn ah fp
不考虑	bj ka lk
不耐烦	bj nx fo
不耻下问	bj vn xw wz
不聊了	bj lr le
不肖子孙	bj xr zn sd
不肯	bj kz
不胜	bj ui
不胜其烦	bj ui qn fo
不胜枚举	bj ui mp jj
不胜荣幸	bj ui rq xl
不胜酒力	bj ui jb ln
不胫而走	bj jl ah zt
不能	bj ni
不能自已	bj ni zn yn
不能自拔	bj ni zn by
不自在	bj zn zx
不自然	bj zn ro
不自觉	bj zn jf
不自量力	bj zn lg ln
不至于	bj in yj
不至于吧	bj in yj by
不舍	bj ue
不舒服	bj uj fj
不良	bj lg
不良反应	bj lg fo yl
不良记录	bj lg jn lj
不良贷款	bj lg dx kh
不良资产	bj lg zn vo
不苟言笑	bj gt yo xr
不菲	bj fp
不落窠臼	bj lu ke jb
不虑胜先虑败	bj lk ui xc lk bx
不虚此行	bj xj cn xl
不行	bj xl
不行了	bj xl le
不行吗	bj xl my
不行吧	bj xl by
不要	bj ya
不要当真	bj ya ds iz
不要紧	bj ya jm
不要脸	bj ya lc
不要说	bj ya uu
不见不散	bj jc bj so
不见了	bj jc le
不见兔子不撒鹰	bj jc tj zn bj sy yl
不见天日	bj jc tc rn
不见得	bj jc de
不见森林	bj jc sz lm
不见棺材不落泪	bj jc gh cx bj lu lp
不见真佛不烧香	bj jc iz fu bj ua xg
不见经传	bj jc jl ih
不觉	bj jf
不解	bj jv
不解之缘	bj jv in yh
不解之谜	bj jv in mn
不解风情	bj jv fi ql
不言而喻	bj yo ah yj
不言自明	bj yo zn ml
不计代价	bj jn dx jw
不计其数	bj jn qn uj
不计前嫌	bj jn qc xc
不认得	bj rz de
不认识	bj rz un
不认账	bj rz is
不让	bj rs
不记得了	bj jn de le
不讲义气	bj jg yn qn
不讲面子	bj jg mc zn
不许	bj xj
不许百姓点灯	bj xj bx xl dc di
不论	bj ld
不论是	bj ld un
不识大体	bj un dy tn
不识好人心	bj un ha rz xm
不识好歹	bj un ha dx
不识庐山真面目	bj un lj uo iz mc mj
不识抬举	bj un tx jj
不识时务	bj un un wj
不该	bj gx
不说	bj uu
不说也罢	bj uu ye by
不说了	bj uu le
不说二话	bj uu ah hw
不请自来	bj ql zn lx
不谋其政	bj mt qn ii
不谋而合	bj mt ah he
不谙世事	bj ar un un
不负众望	bj fj iq ws
不负所托	bj fj su tu
不负此生	bj fj cn ui
不负责	bj fj ze
不负责任	bj fj ze rz
不负韶华	bj fj ua hw
不败	bj bx
不贵	bj gk
不费一兵一卒	bj fp yn bl yn zj
不费吹灰之力	bj fp vk hk in ln
不赞成	bj zo vi
不起作用	bj qn zu yq
不起眼	bj qn yo
不足	bj zj
不足与谋	bj zj yj mt
不足为凭	bj zj wp pl
不足为外人道	bj zj wp wx rz da
不足为奇	bj zj wp qn
不足为怪	bj zj wp gl
不足为据	bj zj wp jj
不足为虑	bj zj wp lk
不足为训	bj zj wp xd
不足以	bj zj yn
不足取	bj zj qj
不足挂齿	bj zj gw vn
不跟	bj gz
不辞	bj cn
不辞劳苦	bj cn la kj
不辞而别	bj cn ah bv
不辞辛劳	bj cn xm la
不辨真伪	bj bc iz wp
不辱使命	bj rj un ml
不达目的	bj dy mj dn
不过	bj gu
不过如此	bj gu rj cn
不过尔尔	bj gu ah ah
不近人情	bj jm rz ql
不近情理	bj jm ql ln
不还	bj hh
不进则退	bj jm ze tk
不远万里	bj yh wo ln
不迟	bj vn
不追求	bj ik qb
不送	bj sq
不适合	bj un he
不适应	bj un yl
不逊	bj xd
不通人情	bj tq rz ql
不通情理	bj tq ql ln
不速之客	bj sj in ke
不遑多让	bj hg du rs
不遗余力	bj yn yj ln
不遭人妒是庸才	bj za rz dj un yq cx
不都	bj dt
不配	bj pp
不醉不归	bj zk bj gk
不错	bj cu
不错了	bj cu le
不问	bj wz
不问可知	bj wz ke in
不问青红皂白	bj wz ql hq za bx
不闻不问	bj wz bj wz
不阴不阳	bj ym bj ys
不限	bj xc
不难	bj no
不难想象	bj no xg xg
不难看出	bj no ko vj
不雅	bj yy
不需要	bj xj ya
不露声色	bj lj ui se
不露锋芒	bj lj fi ms
不靠谱	bj ka pj
不顺	bj ud
不顾	bj gj
不顾一切	bj gj yn qv
不饿	bj ee
不骄不躁	bj jr bj za
不高	bj ga
不鸣则已	bj ml ze yn
不齿于人	bj vn yj rz
与	yj / yj;w
与世无争	yj un wj ii
与世长辞	yj un vs cn
与世隔绝	yj un ge jf
与人为善	yj rz wp uo
与人方便	yj rz fs bc
与人无争	yj rz wj ii
与众不同	yj iq bj tq
与会者	yj hk ie
与其	yj qn
与其说	yj qn uu
与否	yj ft
与我何干	yj wu he go
与我无关	yj wu wj gh
与日俱增	yj rn jj zi
与时俱进	yj un jj jm
与有荣焉	yj yt rq yo
与此同时	yj cn tq un
与此有关	yj cn yt gh
与民同乐	yj mm tq le
与狼共舞	yj ls gq wj
与生俱来	yj ui jj lx
与虎谋皮	yj hj mt pn
与邻为善	yj lm wp uo
丏	mc#15 / mc;g
丐	gx#6 / gx;m
丐帮	gx bs
丑	vt' / vt;o
丑八怪	vt by gl
丑媳妇总得见公婆	vt xn fj zq de jc gq pu
