# text	codes
Biu	bb
偏向于	pxyj / pcxgyj
偏向虎山行	pxhx / pcxghjuoxl
偏听偏信	ptpx / pctlpcxm
偏大	pcdy
偏好	pcha
偏安一隅	payy / pcarynyj
偏小	pcxr
偏少	pcua
偏巧	pcqr
偏差	pcvy
偏弱	pcru
偏强	pcqg
偏心	pcxm
偏执	pcin
偏方	pcfs
偏旁	pcps
偏旁部首	ppbu / pcpsbjut
偏激	pcjn
偏爱	pcan
偏离	pcln
偏袒	pcto
偏要	pcya
偏见	pcjc
偏转	pcih
偏远	pcyh
偏重	pciq
偏重于	piyj / pciqyj
偏锋	pcfi
偏门	pcmz
偏颇	pcpu
偏食	pcun
偏高	pcga
偓	wut / wu#18
偕	xvx' / xv#22
做	zu' / zun
做一天和尚撞一天钟	zyti / zuyntcheusigyntciq
做不了	zble / zubjle
做不了主	zbli / zubjleij
做不出	zbvj / zubjvj
做不到	zbda / zubjda
做东	zudq
做主	zuij
做了	zule
做了个梦	zlgm / zulegemi
做事	zuun
做些	zuxv
做人	zurz
做什么	zum'
做作	zuzu
做到	zuda
做到了	zdle / zudale
做单	zudo
做回	zuhk
做声	zuui
做多	zudu
做好	zuha
做媒	zump
做官	zugh
做工	zugq
做得	zude
做成	zuvi
做操	zuca
做文章	zwis / zuwzis
做梦	zumi
做法	zufy
做爱	zuan
做牛做马	znzm / zunbzumy
做盘	zupo
做空	zukq
做菜	zucx
做贼	zuzp
做贼心虚	zzxx / zuzpxmxj
做过	zugu
做错	zucu
做题	zutn
做饭	zufo
做鬼	zugk
停	tl' / tlp
停下	tlxw
停业	tlye
停产	tlvo
停刊	tlko
停发	tlfy
停工	tlgq
停当	tlds
停息	tlxn
停战	tlio
停手	tlut
停摆	tlbx
停播	tlbu
停放	tlfs
停机	tljn
停板	tlbo
停歇	tlxv
停止	tlin
停步	tlbj
停水	tluk
停泊	tlbu'
停滞不前	tibq / tlinbjqc
停火	tlhu
停牌	tlpx
停用	tlyq
停电	tldc
停留	tllb
停赛	tlsx
停车	tlve
停靠	tlka
停顿	tldd
停飞	tlfp
停驶	tlun
偡	iob' / io#24
健	jcr / jc#13
健健康康	jjkk / jcjcksks
健全	jcqh
健在	jczx
健壮	jcig
健康	jcks
健康成长	jkvi / jcksviis
健康状况	jkik / jcksigkg
健忘	jcws
健忘症	jwii' / jcwsii
健步如飞	jbrf' / jcbjrjfp
健硕	jcuu
健美	jcmp
健美操	jmca / jcmpca
健脾	jcpn
健谈	jcto
健身	jcuz
健身房	jufs / jcuzfs
偬	zqe / zq#9
偭	mcf / mc#16
偰	xvb' / xv#38
偲	cxj / cx#12
偶	o' / oj / ojz
偶一	ojyn
偶一为之	oywi / ojynwpin
偶像	ojxg
偶发	ojfy
偶尔	ojah
偶得	ojde
偶感	ojgo
偶数	ojuj
偶然	ojro
偶然性	orxl / ojroxl
偶遇	ojyj
偷	tt. / ttq
偷偷	tttt
偷偷摸摸	ttmm / ttttmumu
偷取	ttqj
偷吃	ttvn
偷听	tttl
偷嘴	ttzk
偷天换日	tthr / tttchhrn
偷奸耍滑	tjuh / ttjcuwhw
偷工减料	tgjl / ttgqjclr
偷得浮生半日闲	tdfx / ttdefjuibornxc
偷情	ttql
偷懒	ttlo
偷拍	ttpx
偷换概念	thgn / tthhgxnc
偷梁换柱	tlhi / ttlghhij
偷欢	tthh
偷渡	ttdj
偷猎	ttlv
偷生	ttui
偷盗	ttda
偷看	ttko
偷着乐	tile / ttiele
偷税	ttuk
偷窃	ttqv
偷窥	ttkk
偷笑	ttxr
偷袭	ttxn
偷走	ttzt
偷香窃玉	txqy / ttxgqvyj
偷鸡不着蚀把米	tjbm / ttjnbjieunbymn
偷鸡摸狗	tjmg / ttjnmugt
偻	ltj / lt#9
偾	fzn / fz#16
偿	vsj / vs#6
偿付	vsfj
偿债	vsix
偿命	vsml
偿还	vshh
傀	kkn / kk#12
傀儡	kklp
傃	sjq' / sj#22
傅	fjm' / fj#26
傈	lnz, / ln#55
傈僳族	lszj / lnsjzj
傉	nja / nj#9
傍	bso / bs#8
傍晚	bswo
傒	xnxz / xn#83
傕	jfi' / jf#25
傣	dxc / dx#13
傣族	dxzj
傥	tsn / ts#15
傧	bmz / bm#12
储	vjb / vj#8
储备	vjbp
储备粮	vblg / vjbplg
储存	vjcd
储物	vjwj
储物柜	vwgk / vjwjgk
储物箱	vwxg / vjwjxg
储物间	vwjc / vjwjjc
储蓄	vjxj
储蓄所	vxsu / vjxjsu
储藏	vjcs
储量	vjlg
傩	nu. / nuw
催	ck, / ckw
催产	ckvo
催人奋进	crfj / ckrzfzjm
催人泪下	crlx / ckrzlpxw
催促	ckcj
催债	ckix
催办	ckbo
催化	ckhw
催化剂	chjn / ckhwjn
催命	ckml
催收	ckut
催款	ckkh
催泪	cklp
催泪弹	cldo / cklpdo
催生	ckui
催眠	ckmc
催眠曲	cmqj / ckmcqj
催逼	ckbn
傲	au, / aul
傲人	aurz
傲岸	auar
傲慢	aumo
傲气	auqn
傲然	auro
傲然屹立	aryl' / auroynln
傲然挺立	artl / aurotlln
傲视	auun
傲视群雄	auqx / auunqdxq
傲骨	augj
傺	vnz' / vn#33
傻	uy, / uyr
傻不傻	ubuy / uybjuy
傻不愣登	ubld / uybjlidi
傻不拉叽	ublj / uybjlyjn
傻了	uyle'
傻傻	uyuy
傻子	uyzn
傻瓜	uygw
傻眼	uyyo
傻笑	uyxr
傻等	uydi
傻蛋	uydo
傻话	uyhw
傻逼	uybn
僇	ljt' / lj#44
僎	ihq / ih#10
像	xg. / xgj
像样	xgys
像模像样	xmxy / xgmuxgys
像素	xgsj
像话	xghw
僔	zd#7
僖	xnj, / xn#51
僚	lrq / lr#5
僦	jbq' / jb#24
僧	si / sig
僧人	sirz
僧众	siiq
僧侣	silk
僧俗	sisj
僧多粥少	sdiu / siduitua
僧尼	sinn
僧来看佛面	slkm / silxkofumc
僧道	sida
僬	jr#54
僭	jcs' / jc#37
僮	tqp / tq#17
僰	buj' / bu#33
僳	sj#26
僵	jgq / jg#9
僵尸	jgun
僵局	jgjj
僵持	jgvn
僵硬	jgyl
僻	pnz / pn#11
僻静	pnjl
儆	jlr' / jl#32
儇	xhe' / xh#22
儋	dot / do#21
儒	rjm / rj#5
儒家	rjjw
儒生	rjui
儒雅	rjyy
儡	lpc / lp#10
儦	brm / br#16
儳	vo#39
儴	rsx / rs#8
儿	a, / ah, / ahq
儿化音	ahym / ahhwym
儿大不由娘	adbn / ahdybjytng
儿女	ahnk
儿女情长	anqv' / ahnkqlvs
儿女成群	anvq / ahnkviqd
儿媳	ahxn'
儿子	ahzn
儿孙	ahsd
儿孙满堂	asmt / ahsdmots
儿戏	ahxn
儿歌	ahge
儿科	ahke
儿童	ahtq
儿童不宜	atby / ahtqbjyn
儿童文学	atwx / ahtqwzxf
儿童节	atjv / ahtqjv
儿行千里母担忧	axqy / ahxlqclnmjdoyt
兀	wju / wj#22
允	yd, / ydy
允许	ydxj
允诺	ydnu
元	yh. / yho
元凶	yhxq
元凶巨恶	yxje / yhxqjjee
元勋	yhxd
元器件	yqjc / yhqnjc
元宝	yhba
元宵	yhxr
元宵节	yxjv / yhxrjv
元帅	yhul
元年	yhnc
元旦	yhdo
元旦快乐	ydkl / yhdoklle
元月	yhyf
元朝	yhva
元气	yhqn
元素	yhsj
元老	yhla
元钱	yhqc
元首	yhut
兄	xq' / xqw
兄友弟恭	xydg / xqytdngq
兄台	xqtx
兄妹	xqmp
兄嫂	xqsa
兄弟	xqdn
兄弟姐妹	xdjm / xqdnjvmp
兄弟阋墙	xdxq / xqdnxnqg
兄长	xqis
充	vq' / vqm
充值	vqin'
充公	vqgq
充其量	vqlg' / vqqnlg
充军	vqjd
充分	vqfz
充分说明	vfum / vqfzuuml
充塞	vqsx
充实	vqun
充当	vqds
充数	vquj
充斥	vqvn
充沛	vqpp
充溢	vqyn
充满	vqmo
充满着	vmie / vqmoie
充电	vqdc
充电器	vdqn / vqdcqn
充耳不闻	vabw / vqahbjwz
充血	vqxv'
充裕	vqyj
充足	vqzj'
兆	iav / ia#8
兆头	iatt
兆赫	iahe
先	xc' / xco
先下手为强	xxuq / xcxwutwpqg
先人后己	xrhj' / xcrzhtjn
先例	xcln
先兆	xcia
先入为主	xrwi / xcrjwpij
先公后私	xghs / xcgqhtsn
先决	xcjf
先决条件	xjtj / xcjftrjc
先别	xcbv
先前	xcqc
先发制人	xfir / xcfyinrz
先吃	xcvn
先后	xcht
先声夺人	xudr / xcuidurz
先天	xctc
先天下之忧而忧	xtxy / xctcxwinytahyt
先天不足	xtbz / xctcbjzj
先天性	xtxl / xctcxl
先头	xctt
先小人后君子	xxrz / xcxrrzhtjdzn
先斩后奏	xihz / xciohtzt
先机	xcjn
先来后到	xlhd / xclxhtda
先烈	xclv
先生	xcui
先用	xcyq
先看	xcko
先睹为快	xdwk / xcdjwpkl
先知先觉	xixj / xcinxcjf
先礼后兵	xlhb / xclnhtbl
先祖	xczj
先秦	xcqm
先苦后甜	xkht / xckjhttc
先见之明	xjim / xcjcinml
先说	xcuu
先走	xczt
先辈	xcbp
先进	xcjm
先进性	xjxl / xcjmxl
先锋	xcfi
先驱	xcqj
光	gg / ggx
光临	gglm
光亮	gglg
光凭	ggpl
光可鉴人	gkjr' / ggkejcrz
光合作用	ghzy / gghezuyq
光听	ggtl
光圈	ggqh
光复	ggfj
光天化日	gthr / ggtchwrn
光天化日之下	gthx / ggtchwrninxw
光头	ggtt
光子	ggzn
光学	ggxf
光宗耀祖	gzyz / ggzqyazj
光年	ggnc
光彩	ggcx
光彩夺目	gcdm / ggcxdumj
光彩照人	gcir / ggcxiarz
光影	ggyl
光怪陆离	ggll / ggglljln
光打雷不下雨	gdly / ggdylpbjxwyj
光斑	ggbo
光明	ggml
光明正大	gmid / ggmliidy
光明磊落	gmll' / ggmllplu
光晕	ggyd
光景	ggjl
光杆司令	ggsl / gggosnll
光束	gguj
光柱	ggij
光标	ggbr
光棍	gggd
光泽	ggze
光源	ggyh
光溜	gglb
光滑	gghw
光火	gghu
光照	ggia
光环	gghh
光电	ggdc
光盘	ggpo
光着	ggie
光碟	ggdv
光秃	ggtj
光秃秃	gttj' / ggtjtj
光纤	ggxc'
光线	ggxc
光缆	gglo
光能	ggni
光膀子	gbzn / ggbszn
光芒	ggms
光芒万丈	gmwi / ggmswois
光芒四射	gmsu / ggmssnue
光荣	ggrq
光荣传统	grvt / ggrqvhtq
光说	gguu
光说不练	gubl / gguubjlc
光谱	ggpj
光辉	gghk
光辉灿烂	ghcl / gghkcolo
光速	ggsj
光阴	ggym
光阴似箭	gysj / ggymsnjc
光阴荏苒	gyrr / ggymrzro
光顾	gggj
光驱	ggqj
光鲜亮丽	gxll / ggxclgln
克	ke / kes
克制	kein
克勤克俭	kqkj / keqmkejc
克己奉公	kjfg / kejnfigq
克拉	kely
克敌制胜	kdiu / kedninui
克服	kefj
克格勃	kgbu / kegebu
克罗地亚	kldy / keludnyy
克里姆林宫	klmg / kelnmjlmgq
克隆	kelq
免	mc' / mcp
免不了	mble' / mcbjle
免不了的	mbld' / mcbjlede
免了	mcle
免于	mcyj
免俗	mcsj
免去	mcqj
免受	mcut
免开尊口	mkzk / mckxzdkt
免征	mcii
免得	mcde
免息	mcxn
免提	mctn
免检	mcjc
免疫	mcyn
免疫力	myln, / mcynln
免礼	mcln
免票	mcpr
免税	mcuk
免罪	mczk
免谈	mcto'
免责	mcze
免费	mcfp
免费午餐	mfwc / mcfpwjco
免遭	mcza
免除	mcvj
兑	dk. / dkz
兑奖	dkjg
兑换	dkhh
兑现	dkxc
兔	tjb / tj#9
兔兔	tjtj
兔唇	tjvd
兔子	tjzn
兔子不吃窝边草	tzbc / tjznbjvnwubcca
兔死狐悲	tshb / tjsnhjbp
兔死狗烹	tsgp / tjsngtpi
兕	snu' / sn#32
兖	yof, / yo#46
兖州	yoit
党	ds' / dsy
党中央	diys / dsiqys
党内	dsnp
党同伐异	dtfy' / dstqfyyn
党员	dsyh
党外	dswx
党委	dswp
党委书记	dwuj / dswpujjn
党建	dsjc
党徽	dshk
党政	dsii
党政机关	dijg / dsiijngh
党校	dsxr
党派	dspx
党章	dsis
党纲	dsgs
党组	dszj
党羽	dsyj
党费	dsfp
兜	dtk / dt#6
兜兜转转	ddii / dtdtihih
兜售	dtut
兜圈	dtqh
兜圈子	dqzn / dtqhzn
兜底	dtdn
兜里	dtln
兜风	dtfi
兢	jlp' / jl#23
兢兢业业	jjyy' / jljlyeye
入	rj' / rjr
入不敷出	rbfv / rjbjfjvj
入乡随俗	rxss / rjxgsksj
入伍	rjwj
入伙	rjhu
入住	rjij
入侵	rjqm
入党	rjds
入关	rjgh
入内	rjnp
入列	rjlv
入口	rjkt
入围	rjwp
入土为安	rtwa / rjtjwpar
入地	rjdn
入地无门	rdwm / rjdnwjmz
入场	rjvs
入场券	rvqh / rjvsqh
入场费	rvfp / rjvsfp
入坑	rjki
入境	rjjl
入境问俗	rjws' / rjjlwzsj
入学	rjxf
入室操戈	rucg / rjuncage
入市	rjun
入幕之宾	rmib / rjmjinbm
入库	rjkj
入座	rjzu
入情入理	rqrl / rjqlrjln
入戏	rjxn
入户	rjhj
入手	rjut
入木三分	rmsf / rjmjsofz
入殓	rjlc
入流	rjlb
入港	rjgs
入眠	rjmc
入眼	rjyo
入睡	rjuk
入网	rjws
入耳	rjah
入职	rjin
入股	rjgj
入账	rjis
入赘	rjik
入迷	rjmn
入选	rjxh
入门	rjmz
全	qh / qhk
全会	qhhk
全体	qhtn
全军	qhjd
全军覆没	qjfm / qhjdfjmp
全副	qhfj
全副武装	qfwi / qhfjwjig
全力以赴	qlyf / qhlnynfj
全勤	qhqm
全名	qhml
全员	qhyh
全国	qhgu
全国性	qgxl' / qhguxl
全场	qhvs
全天	qhtc
全天候	qtht / qhtcht
全套	qhta
全家	qhjw
全家福	qjfj' / qhjwfj
全封闭	qfbn / qhfibn
全局	qhjj
全屏	qhpl
全市	qhun
全年	qhnc
全心全意	qxqy / qhxmqhyn
全息	qhxn
全情投入	qqtr / qhqlttrj
全才	qhcx
全拼	qhpm
全文	qhwz
全新	qhxm
全方位	qfwp / qhfswp
全无	qhwj
全无心肝	qwxg / qhwjxmgo
全无是处	qwuv / qhwjunvj
全日	qhrn
全景	qhjl
全本	qhbz
全权	qhqh
全权代表	qqdb / qhqhdxbr
全村	qhcd
全栈	qhio
全校	qhxr
全校师生	qxuu / qhxrunui
全款	qhkh
全民	qhmm
全清	qhql
全然	qhro
全班	qhbo
全球	qhqb
全球化	qqhw / qhqbhw
全盘	qhpo
全盘否定	qpfd / qhpoftdl
全省	qhui
全看	qhko
全码	qhmy
全神贯注	qugi / qhuzghij
全票	qhpr
全称	qhvi'
全程	qhvi
全篇	qhpc
全职	qhin
全胜时期	quuq / qhuiunqn
全能	qhni
全自动	qzdq / qhzndq
全裸	qhlu
全角	qhjr
全让	qhrs
全貌	qhma
全责	qhze
全身	qhuz
全身而退	quat / qhuzahtk
全运会	qyhk / qhydhk
全选	qhxh
全速	qhsj
全部	qhbj
全都	qhdt
全键盘	qjpo / qhjcpo
全队	qhdk
全靠	qhka
全面	qhmc
全额	qhee
八	by' / byg
八一	byyn
八万	bywo
八两	bylg
八个	byge
八九不离十	bjbu / byjbbjlnun
八九月份	bjyf' / byjbyffz
八九点钟	bjdi' / byjbdciq
八仙	byxc
八仙过海	bxgh, / byxcguhx
八十	byun
八千	byqc
八卦	bygw
八国联军	bglj' / bygulcjd
八天	bytc
八字	byzn
八字没一撇	bzmp / byznmpynpv
八字辫	bzbc / byznbc
八宝	byba
八宝粥	bbit / bybait
八小时	bxun' / byxrun
八岁	bysk
八成	byvi
八折	byie
八抬大轿	btdj / bytxdyjr
八拜之交	bbij / bybxinjr
八方	byfs
八旬	byxd
八月	byyf
八月份	byfz / byyffz
八百	bybx
八百里	bbln / bybxln
八竿子打不着	bgzi / bygozndybjie
八股	bygj
八荒	byhg
八角	byjr
八路	bylj
八路军	bljd' / byljjd
八面威风	bmwf / bymcwpfi
八面来风	bmlf / bymclxfi
八面玲珑	bmll / bymclllq
公	g. / gq / gqm
公主	gqij
公事公办	gugb / gqungqbo
公交	gqjr
公交车	gjve / gqjrve
公仆	gqpj
公仔	gqzx
公休	gqxb
公众	gqiq
公众人物	girw / gqiqrzwj
公众场合	givh / gqiqvshe
公众场所	givs' / gqiqvssu
公会	gqhk
公债	gqix
公允	gqyd
公元前	gyqc / gqyhqc
公共	gqgq
公共事业	gguy / gqgqunye
公共事务	gguw / gqgqunwj
公共关系	gggx / gqgqghxn
公共卫生	ggwu / gqgqwpui
公共场所	ggvs' / gqgqvssu
公共安全	ggaq / gqgqarqh
公共机构	ggjg / gqgqjngt
公共汽车	ggqv / gqgqqnve
公关	gqgh
公函	gqho
公分	gqfz
公务	gqwj
公务员	gwyh' / gqwjyh
公升	gqui
公司	gqsn
公告	gqga
公园	gqyh
公婆	gqpu
公子	gqzn
公子王孙	gzws / gqznwssd
公孙	gqsd
公安	gqar
公安分局	gafj, / gqarfzjj
公安局	gajj' / gqarjj
公害	gqhx
公寓	gqyj
公尺	gqvn
公差	gqvy
公布	gqbj
公干	gqgo
公平	gqpl
公平性	gpxl / gqplxl
公平无私	gpws / gqplwjsn
公序良俗	gxls / gqxjlgsj
公开	gqkx
公开信	gkxm / gqkxxm
公开赛	gksx / gqkxsx
公式	gqun
公德	gqde
公投	gqtt'
公报私仇	gbsv / gqbasnvt
公文	gqwz
公文包	gwba / gqwzba
公斤	gqjm
公杂	gqzy
公款	gqkh
公正	gqii
公正无私	giws / gqiiwjsn
公民	gqmm
公测	gqce
公然	gqro
公爵	gqjf
公牛	gqnb
公用	gqyq
公用电话	gydh' / gqyqdchw
公益	gqyn
公益性	gyxl / gqynxl
公社	gque
公私两便	gslb / gqsnlgbc
公私分明	gsfm / gqsnfzml
公积金	gjjm' / gqjnjm
公章	gqis
公粮	gqlg
公约	gqyf
公署	gquj
公而忘私	gaws / gqahwssn
公诉	gqsj
公说公有理	gugl / gquugqytln
公费	gqfp
公路	gqlj
公车	gqve
公道	gqda
公道自在人心	gdzx / gqdaznzxrzxm
公里	gqln
公顷	gqql
公鸡	gqjn,
六	lb' / lbk
六一	lbyn
六七年	lqnc / lbqnnc
六七月份	lqyf / lbqnyffz
六七点钟	lqdi / lbqndciq
六万	lbwo
六个	lbge
六亲不认	lqbr / lbqmbjrz
六十花甲	luhj' / lbunhwjw
六千	lbqc
六天	lbtc
六岁	lbsk
六月	lbyf
六月份	lyfz / lbyffz
六月飞雪	lyfx / lbyffpxf
六朝	lbva
六朝金粉	lvjf / lbvajmfz
六根清净	lgqj / lbgzqljl
六百	lbbx
六神不安	luba / lbuzbjar
六神无主	luwi / lbuzwjij
兮	xnq' / xn#29
兰	lo / lol
兰博基尼	lbjn, / lobujnnn
兰州	loit
兰心蕙质	lxhi / loxmhkin
兰花	lohw
兰花指	lhin / lohwin
兰草	loca
共	gq, / gqb
共产主义	gviy / gqvoijyn
共产党	gvds / gqvods
共产党员	gvdy / gqvodsyh
共享	gqxg
共勉	gqmc
共同	gqtq
共同之处	gtiv / gqtqinvj
共同体	gttn / gqtqtn
共同利益	gtly / gqtqlnyn
共同处	gtvj' / gqtqvj
共同市场	gtuv / gqtqunvs
共同点	gtdc / gqtqdc
共同语言	gtyy / gqtqyjyo
共和党	ghds / gqheds
共和国	ghgu / gqhegu
共处	gqvj
共存	gqcd
共度	gqdj
共性	gqxl
共振	gqiz
共有	gqyt
共计	gqjn
共识	gqun'
共青团	gqth / gqqlth
共青团员	gqty / gqqlthyh
共鸣	gqml
关	gh / ghq
关东	ghdq
关乎	ghhj
关了	ghle
关于	ghyj
关停	ghtl
关公	ghgq
关公面前耍大刀	ggmd / ghgqmcqcuwdyda
关切	ghqv
关卡	ghky
关口	ghkt
关塔那摩	gtnm / ghtynymu
关外	ghwx
关头	ghtt
关心	ghxm
关心则乱	gxzl / ghxmzelh
关怀	ghhl
关怀备至	ghbi / ghhlbpin
关押	ghyy
关掉	ghdr
关机	ghjn
关注	ghij
关灯	ghdi
关照	ghia
关爱	ghan
关着	ghie
关窗	ghvg
关系	ghxn
关系户	gxhj / ghxnhj
关紧	ghjm
关联	ghlc
关节	ghjv
关节炎	gjyo / ghjvyo
关键	ghjc
关键字	gjzn' / ghjczn
关门	ghmz
关门大吉	gmdj / ghmzdyjn
关门打狗	gmdg / ghmzdygt
关闭	ghbn
兴	xl. / xlp
兴业	xlye
兴冲冲	xvvq / xlvqvq
兴利除弊	xlvb / xllnvjbn
兴办	xlbo
兴叹	xlto
兴味索然	xwsr / xlwpsuro
兴奋	xlfz
兴奋不已	xfby' / xlfzbjyn
兴奋剂	xfjn / xlfzjn
兴妖作怪	xyzg / xlyazugl
兴师动众	xudi / xlundqiq
兴师问罪	xuwz / xlunwzzk
兴建	xljc
兴旺	xlws
兴旺发达	xwfd / xlwsfydy
兴盛	xlvi,
兴致	xlin'
兴致勃勃	xibb / xlinbubu
兴衰	xlul
兴衰成败	xuvb / xlulvibx
兴趣	xlqj
兴趣爱好	xqah' / xlqjanha
兴趣盎然	xqar' / xlqjasro
兴隆	xllq
兴风作浪	xfzl / xlfizuls
兴高采烈	xgcl / xlgacxlv
兵	bl' / bly
兵丁	bldl
兵不厌诈	bbyi / blbjyoiy
兵不血刃	bbxr / blbjxvrz
兵临城下	blvx / bllmvixw
兵书	bluj
兵分两路	bfll / blfzlglj
兵器	blqn
兵团	blth
兵多将广	bdjg / bldujggg
兵强马壮	bqmi / blqgmyig
兵戎相见	brxj / blrqxgjc
兵权	blqh
兵来将挡	bljd, / bllxjgds
兵法	blfy
兵种	bliq
兵符	blfj
兵荒马乱	bhml / blhgmylh
兵营	blyl
兵行诡道	bxgd / blxlgkda
兵败	blbx
兵败如山倒	bbrd / blbxrjuoda
兵贵神速	bgus / blgkuzsj
兵马	blmy
兵马俑	bmyq / blmyyq
其	q, / qn' / qnp
其中	qniq
其中之一	qiiy / qniqinyn
其乐无穷	qlwq / qnlewjqq
其乐融融	qlrr / qnlerqrq
其他	qnty
其余	qnyj
其利断金	qldj' / qnlndhjm
其味无穷	qwwq / qnwpwjqq
其奈我何	qnwh / qnnxwuhe
其实	qnun
其实难副	qunf / qnunnofj
其心可诛	qxki / qnxmkeij
其心必异	qxby / qnxmbnyn
其所	qnsu
其次	qncn
其疾如风	qjrf / qnjnrjfi
其臭如兰	qvrl / qnvtrjlo
其言也善	qyyu / qnyoyeuo
其貌不扬	qmby / qnmabjys
具	jj' / jjz
具体	jjtn
具体问题具体分析	jtwx / jjtnwztnjjtnfzxn
具备	jjbp
具有	jjyt
典	dc. / dci
典型	dcxl
典当	dcds
典故	dcgj
典范	dcfo
典藏	dccs
兹	znx / zn#6 / cnx' / cn#25
兹事体大	zutd / znuntndy
养	ys, / yse
养伤	ysus
养儿防老	yafl / ysahfsla
养兵千日	ybqr / ysblqcrn
养分	ysfz
养大	ysdy
养女	ysnk
养家	ysjw
养家糊口	yjhk' / ysjwhjkt
养尊处优	yzvy / yszdvjyt
养成	ysvi
养护	yshj
养料	yslr
养殖	ysin
养活	yshu
养狗	ysgt
养猪	ysij
养生	ysui
养生之道	yuid / ysuiinda
养病	ysbl
养眼	ysyo
养着	ysie
养精蓄锐	yjxr / ysjlxjrk
养老	ysla
养老送终	ylsi / yslasqiq
养育	ysyj
养育之恩	yyie' / ysyjiner
养身	ysuz
养颜	ysyo'
养鸡	ysjn
兼	jcm / jc#18
兼任	jcrz
兼听则明	jtzm / jctlzeml
兼备	jcbp
兼容	jcrq
兼容性	jrxl' / jcrqxl
兼并	jcbl
兼得	jcde
兼收并蓄	jubx / jcutblxj
兼有	jcyt
兼济天下	jjtx / jcjntcxw
兼顾	jcgj'
兽	utk / ut#8
冀	jnt' / jn#43
冁	vo#38
内	np / npf
内中	npiq
内举不避亲	njbq / npjjbjbnqm
内乱	nplh
内伤	npus
内债	npix
内力	npln'
内功	npgq
内务	npwj
内勤	npqm
内参	npco
内向	npxg
内因	npym
内在	npzx
内在规律	nzgl / npzxgklk
内地	npdn
内壁	npbn
内外	npwx
内外交困	nwjk / npwxjrkd
内外兼修	nwjx / npwxjcxb
内外勾结	nwgj / npwxgtjv
内奸	npjc
内存	npcd
内定	npdl
内容	nprq
内层	npci
内嵌	npqc
内幕	npmj
内应	npyl
内心	npxm
内心深处	nxuv / npxmuzvj
内心独白	nxdb / npxmdjbx
内忧外患	nywh / npytwxhh
内急	npjn
内战	npio
内招	npia
内控	npkq
内政	npii
内敛	nplc
内服	npfj
内核	nphe
内框	npkg
内测	npce
内涝	npla
内涵	npho
内疚	npjb
内码	npmy
内秀	npxb
内科	npke
内线	npxc
内网	npws
内置	npin
内耗	npha
内胆	npdo
内胎	nptx
内脏	npzs
内蒙	npmi
内蒙古	nmgj / npmigj
内蒙古自治区	nmgq / npmigjzninqj
内蕴	npyd
内行	nphs
内行看门道	nhkd / nphskomzda
内衣	npyn
内裤	npkj
内角	npjr
内讧	nphq
内设	npue
内退	nptk
内部	npbj
内里	npln
内销	npxr
内阁	npge
内陆	nplj
内需	npxj
内饰	npun
内鬼	npgk
冇	maw' / ma#30
冈	gsi / gs#6
冈比亚	gbyy / gsbnyy
冉	ro. / roj
冉冉	roro
冉冉升起	rruq / rorouiqn
册	ce. / cea
册子	cezn
册封	cefi
再	zx / zxr
再一次	zycn / zxyncn
再三	zxso
再三再四	zszs / zxsozxsn
再三考虑	zskl / zxsokalk
再下一城	zxyv / zxxwynvi
再不然	zbro / zxbjro
再也	zxye
再也不会	zybh / zxyebjhk
再也不是	zybu / zxyebjun
再也无法	zywf / zxyewjfy
再会	zxhk
再则	zxze
再创	zxvg
再创新高	zvxg / zxvgxmga
再多	zxdu
再大	zxdy
再好	zxha
再好不过	zhbg / zxhabjgu
再婚	zxhd
再差	zxvy
再度	zxdj
再忙	zxms
再快	zxkl
再接再厉	zjzl / zxjvzxln
再无	zxwj
再有	zxyt
再来	zxlx
再来一次	zlyc / zxlxyncn
再来一遍	zlyb / zxlxynbc
再次	zxcn
再正常不过	zivg / zxiivsbjgu
再版	zxbo
再现	zxxc
再生	zxui
再生父母	zufm / zxuifjmj
再用	zxyq
再看一眼	zkyy / zxkoynyo
再看一遍	zkyb / zxkoynbc
再等	zxdi
再等一会	zdyh / zxdiynhk
再续前缘	zxqy / zxxjqcyh
再者	zxie
再苦再累	zkzl / zxkjzxlp
再行	zxxl'
再衰三竭	zusj / zxulsojv
再见	zxjc
再让	zxrs
再说	zxuu
再说一次	zuyc / zxuuyncn
再说一遍	zuyb / zxuuynbc
再过两年	zgln / zxgulgnc
再过几天	zgjt / zxgujntc
再过几年	zgjn / zxgujnnc
再造	zxza
冏	jqg / jq#7
冒	ma, / maq
冒个泡	mgpa / magepa
冒充	mavq
冒出	mavj
冒号	maha
冒名	maml
冒名顶替	mmdt / mamldltn
冒天下之大不韪	mtxw / matcxwindybjwp
冒失	maun
冒尖	majc
冒昧	mamp
冒汗	maho
冒泡	mapa
冒火	mahu
冒烟	mayo
冒牌	mapx
冒牌货	mphu' / mapxhu
冒犯	mafo
冒用	mayq
冒着	maie
冒险	maxc
冒雨	mayj
冒领	mall
冔	xj#44
冕	mcj / mc#8
冗	rql / rq#11
冗词赘句	rcij / rqcnikjj
冗长	rqvs
写	xv' / xvx
写下	xvxw
写书	xvuj
写作	xvzu
写作业	xzye / xvzuye
写信	xvxm
写入	xvrj
写出	xvvj
写好	xvha
写字	xvzn
写字台	xztx / xvzntx
写字楼	xzlt / xvznlt
写字间	xzjc / xvznjc
写完	xvwo
写实	xvun
写就	xvjb
写成	xvvi
写明	xvml
写法	xvfy
写满	xvmo
写照	xvia
写生	xvui
写真	xviz
写着	xvie
