;fcitx Version 0x03 Table file
KeyCode=abcdefghijklmnopqrstuvwxyz
Length=4
Pinyin=@
PinyinLength=4
Prompt=&
ConstructPhrase=^
[Rule]
e2=p11+p12+p21+p22
e3=p11+p21+p31+p32
a4=p11+p21+p31+n11
[Data]
s	去
dnnh	获利了结
dnnm	黄连
dnnn	荒凉
dnno	黄龙
dnnp	慌乱
dnov	黄色
dnog	活力四射
dnpg	恍如
dnph	恍然
faub	揠
faaf	亚
fafu	雅
face	压
dnqm	黄线
dnqt	合理性
faal	牙
faxn	丫
dnt	海陆空
fahb	鸭
dntg	喝了口水
dnto	惶恐
dnuw	荒废
dnui	黄蜂
faey	涯
dnxs	很了不起
dnxw	何乐不为
dnxv	呼伦贝尔
dnxd	皇榜
dnxg	旱涝保收
dnxh	忽略不计
dnxj	谎报
dnxr	胡萝卜
favy	崖
dnyz	囫囵吞枣
dnyd	荒唐
dnyg	黄土
dnym	皇天
dnyn	后浪推前浪
dnyo	黄铜
fabf	娅
dos	宏碁
dosc	红旗
dosh	横扫千军
dosn	哄抢
doww	宏伟
dowe	红外
fauh	押
dowu	红温
dozc	红字
doze	洪灾
dozj	红枣
dozp	挥洒自如
dobe	晦涩难懂
dobn	红娘
fajf	芽
doca	红茶
fapf	伢
fayf	垭
docp	哄传
docu	红尘
fasf	氩
dodg	洪湖
dodn	洪荒
dodo	红红
dodq	红花
dodr	红火
fac	衙
faf	讶
fx	因
doez	红豆
doea	宏大
fxh	银
doec	红底
doeh	红蛋
doei	红灯
doeo	轰动
fxn	音
fxv	阴
fxl	印
dofv	红叶
dofc	红衣
dofd	弘扬
doff	鸿运
dofh	红颜
fxe	淫
fxk	尹
dogg	红薯
dogj	红烧
dogk	洪水
dogq	活色生香
dogu	红参
fxi	引
fxvq	隐
dohs	红酒
dohb	红椒
dohf	红军
fxt	吟
fxlf	殷
fxje	茵
doiz	鸿沟
doib	黑塞哥维那
doih	烘干
doin	红光
fxxx	寅
doip	宏观
fxx	瘾
fxlk	胤
fxj	荫
dokz	红轴
dokv	哄着
doka	轰炸
dokc	互诉衷肠
dokg	红烛
dokn	红妆
doko	红肿
doky	好色之徒
dole	红牌
dolh	红盘
dolm	哄骗
fxb	姻
domw	红梅
domg	红木
domj	鸿毛
fxhe	铟
domt	轰鸣
fxyh	圻
dons	洪流
donz	红楼
donv	红了
donc	红利
donf	宏论
donj	洪涝
donm	红脸
donn	洪亮
dono	轰隆
donq	胡思乱想
doov	红色
fxy	垠
fxtr	喑
dopc	红日
dopf	红润
dopg	鸿儒
doph	轰然
dopu	红人
fxse	氤
doqs	红袖
doqb	哄笑
doql	红叶
doqm	红线
doqq	红霞
doqt	红杏
doqx	红心
doqy	红学
fxxr	窨
dotz	虹口
dotv	哈萨克
fxbv	鄞
dotj	烘烤
fxc	蚓
fxhi	银
doty	哈萨克斯坦
doug	洪福
doui	洪峰
douu	红粉
fxnr	音
doxw	烘焙
doxc	红笔
doxd	好死不如赖活
doxh	红斑
doxj	红包
doxm	红遍
fxvr	阴
fxlv	印
fxep	淫
doy	宏图
doyd	红糖
doye	哄抬
doyg	红土
doyj	红桃
doyr	烘托
fxkl	尹
fxg	饮
dpss	环球
dpsc	唤起
dpsg	换取
dpsm	还钱
dpst	欢庆
fxgp	饮
fxtk	吟
fxxq	瘾
dpww	换位
dpwk	浑然无知
fxbe	姻
fxyi	垠
dpzg	换组
dpzk	还嘴
fxk	龈
fxq	夤
fj	要
fjj	药
fjbe	姚
fjb	妖
fjr	腰
fjt	咬
dpbz	好人难做
fju	摇
dpbh	患难
fjw	瑶
dpcv	换车
dpcd	欢畅
dpci	换成
dpcn	后人乘凉
dpco	缓冲
fjq	耀
fjzu	遥
dpdv	缓和
dpdd	换行
fjz	邀
dpdg	欢呼
dpdh	害人害己
dpdk	换回
dpdp	缓缓
dpdq	幻化
dpdr	换货
fja	尧
fjk	幺
dpew	恍然大悟
fjx	窑
dpeb	换掉
dped	换挡
dpee	还贷
fjru	曜
dpeg	欢度
fjf	谣
dpej	环岛
fjqq	爻
fjh	钥
dpfs	虎入羊群
dpfz	患有
dpfv	换页
dpfa	换牙
dpfc	很容易
dpfd	豢养
dpfd	浩如烟海
dpfg	欢愉
dpfh	欢颜
fjtf	吆
dpfm	花容月貌
dpfp	还原
dpfq	焕然一新
dpft	欢迎
dpfy	浑然一体
dpg	换手
dpgz	还手
dpgc	环视
dpgd	换上
dpgg	幻术
dpgh	环山
fjl	夭
dphc	还击
fjlh	舀
dphg	欢聚
dphl	环节
dphl	缓解
dphq	还价
dpht	环境
dphy	幻觉
dpiw	还给
dpiv	换个
dpid	换岗
dpif	花入各眼
dpig	环顾
dpig	恍如隔世
dpio	恨入骨髓
dpip	宦官
dpir	缓过
dpiy	豁然贯通
fjm	杳
dpjf	缓存
fjqr	肴
fjlb	鹞
dpks	浩然之气
dpkw	害人之心不可有，防人之心不可无
dpkv	患者
dpkd	还账
dpke	还债
dpkf	害人之心不可有
fjxn	窈
dpkn	环状
dplr	缓坡
fjxa	疟
dpmh	缓慢
fjp	侥
dpml	幻灭
dpn	换了
dpns	环流
dpnv	欢乐
dpnc	还礼
dpne	换来
dpng	环路
fjo	约
fjle	乐
fjjg	药
fjbf	妖
dpog	还俗
dpoh	涣散
dpoo	欢送
dpop	换算
dppg	恍然若失
dpph	焕然
dppj	环绕
dppu	换人
dpqb	欢笑
dpqc	欢喜
dpqm	环线
dpqn	幻想
dpqo	浣熊
dpqq	换下
dpqt	唤醒
dpqx	欢心
dpqy	换血
fjrb	腰
fjtq	咬
fjqu	耀
dptz	还口
fjzw	邀
fjaw	尧
dptn	豁然开朗
dptp	还款
dptt	欢快
fjko	幺
dpua	焕发
fjxu	窑
fjfu	谣
dpug	换肤
fjhr	钥
dpxs	害人不浅
fjpw	侥
fv	也
fva	页
fvt	叶
dpxg	缓步
dpxh	诲人不倦
dpxj	环保
dpxk	浑然不知
dpxm	好人不长命
dpxo	活人不能让尿憋死
dpxt	患病
dpxu	还本
dpyw	骇人听闻
fvw	夜
dpyb	欢跳
dpyc	浑然天成
dpyi	欢腾
dpyt	幻听
fvv	耶
fvx	爷
fvn	业
dqsb	华侨
dqsc	花旗
dqsf	欢欣雀跃
dqsg	花去
fvnn	野
dqsm	花钱
dqsn	回想起来
dqsp	花圈
dqw	华为
dqww	化为
dqwe	化外
dqwf	化险为夷
dqwg	话务
dqwh	横行无忌
dqwu	花纹
dqzc	黑匣子
dqzn	河西走廊
dqzr	化作
dqzy	好戏在后头
dqvv	花萼
dqvn	呼啸而来
dqvp	花儿
fve	液
fvte	咽
fvd	烨
dqbb	花鸟
dqbc	滑腻
dqbf	花香鸟语
dqbh	华南
fvm	椰
dqcs	红杏出墙
dqcv	花车
dqca	花茶
dqcc	花痴
dqcg	画出
dqci	化成
dqcn	候选窗
dqcp	划船
dqd	很喜欢
dqdv	化合
dqdf	活学活用
dqdf	活血化瘀
dqdk	花卉
dqdo	花红
dqdp	花环
dqdq	画画
dqdu	划痕
dqdx	混淆黑白
fvet	冶
dqeb	花掉
dqeh	华诞
dqei	花灯
dqel	化蝶
dqem	花店
dqeo	华东
dqeo	滑动
dqer	花朵
dqet	划定
dqeu	好心当成驴肝肺
dqex	韩信点兵
fvnl	曳
dqfs	沆瀣一气
dqfa	画押
dqfc	华裔
dqfd	花样
dqfg	话语
dqfh	化验
dqfj	互相依存
dqfp	花园
dqfq	会心一笑
fvta	噎
dqfx	话音
dqga	华沙
dqgc	化石
dqgd	画上
dqgg	花束
dqgh	华山
dqgi	花生
dqgj	花哨
dqgr	话说
dqgu	化身
dqgu	混淆是非
dqgy	混淆视听
fvf	邺
dqhs	含笑九泉
dqhb	花椒
dqhc	滑稽
dqhg	话剧
dqhl	化解
dqhm	花剑
dqhp	画卷
dqhq	画家
dqht	化境
fvub	掖
dqiw	欢欣鼓舞
dqie	滑盖
dqig	花鼓
dqij	画稿
dqik	划归
dqin	花光
dqio	化工
dqip	花冠
dqir	划过
fvfk	谒
dqjv	画册
dqjj	花草
dqjo	花丛
fvg	射
dqkc	画质
dqkf	回心转意
dqkg	花猪
dqkh	画展
dqkj	花招
dqkn	化妆
dqko	华中
dqkp	划转
dqku	回形针
dqlc	画皮
dqlg	花圃
dqlj	花炮
dqlp	含血喷人
dqlr	滑坡
dqlt	花瓶
dqlu	花盆
fvr	腋
fvc	靥
dqmw	华美
dqmc	花蜜
dqmg	花木
dqmj	花猫
dqmm	画面
dqmt	化名
dqmx	好心没好报
dqn	候选栏
dqns	滑溜
dqnw	花蕾
dqnv	花了
dqna	哗啦
dqnb	化疗
dqnc	华丽
dqnd	画廊
dqnf	滑轮
dqnh	花篮
dqnj	话唠
dqnm	花脸
dqnr	滑落
dqnx	花心萝卜
dqny	虎穴龙潭
dqos	灰心丧气
dqov	花色
dqoa	花洒
dqof	花香四溢
dqop	划算
fvtk	喝
dqpf	滑润
fvu	揶
dqph	哗然
dqpk	花蕊
dqpt	含辛茹苦
dqpu	华人
fvk	也
dqq	滑雪
dqqb	花销
dqqc	华西
dqqd	好行小惠
dqqg	花絮
dqqm	化纤
dqqn	滑翔
dqqn	花香
dqqq	华夏
dqqt	滑行
dqqx	花心
dqqy	化学
fvkk	也
dqte	花开
fvap	页
dqth	画刊
dqtk	花魁
dqtp	划款
dqu	话费
dquw	花费
dqud	花房
dquf	化学反应
dquf	祸兮福所倚
fvtg	叶
dqui	画风
dquu	划分
dqxw	华北
dqxa	还行吧
dqxb	华表
dqxc	画笔
dqxe	花白
dqxe	横行霸道
dqxg	画布
dqxh	花瓣
dqxj	画报
dqxl	话别
dqxm	花边
dqxr	划拨
dqxt	滑冰
dqxu	喝西北风
dqyw	互相推诿
dqyz	滑头
dqyc	话题
dqyg	画图
dqyh	花坛
dqyo	话筒
dqyq	横行天下
dqyr	华佗
fvwb	夜
drss	火球
drsc	火气
drsg	获取
drsn	火枪
drwg	货物
drzv	或则
drzc	活字
drzd	火葬
drze	火灾
drzi	获赠
fvvv	耶
fvxv	爷
drbb	火鸟
fvna	业
drcv	火车
drcd	火场
drce	火柴
fvgj	射
drcp	货船
fveb	液
drdz	火候
drde	祸害
drdg	火狐
drdo	火红
drdp	祸患
drdq	火花
drdr	活活
fvmv	椰
fvrb	腋
fvcm	靥
drev	获得
drea	豁达
fvuv	揶
dreh	货单
drej	活到
drek	火堆
dreo	活动
fd	样
fdm	杨
fdf	养
drfz	或有
drfv	活页
drfc	获益
drfd	货样
drff	货运
drfh	火焰
drfj	火药
drfp	货源
fdv	阳
drfy	活跃
drg	火势
drgz	祸首
drgv	火舌
drgc	伙食
drgh	火山
drgi	获胜
drgj	火烧
drgk	祸水
fdxn	羊
fde	洋
drhs	获救
drhc	伙计
fdu	扬
fdx	痒
drhg	火炬
drhl	活结
drhm	火箭
drhn	获奖
drhq	货架
drht	火警
fdp	仰
fds	氧
drie	活该
drik	货柜
drin	火光
drip	火罐
fdn	央
drir	火锅
driu	祸根
fdni	央
fdd	秧
drjd	货舱
fddl	炀
fdc	徉
drk	活着
drkv	或者
drkc	获知
drkf	获准
drkg	货主
drko	火种
drkr	活捉
fdpf	佯
fdfq	恙
drlc	获批
drlj	火炮
drlr	活泼
drlu	火盆
drlx	货品
fdef	泱
drmb	火苗
drme	活埋
fdfb	鸯
drmm	豁免
drmt	活命
fdxl	疡
drnv	活了
drna	火辣
drnc	活力
drnf	货轮
drng	活路
drno	火龙
drnp	霍乱
drnr	活络
fddf	烊
drov	货色
droe	活塞
drog	火速
fdq	怏
drpv	火热
fdmf	样
drph	豁然
fdfn	养
fdvr	阳
drpu	活人
drqc	获悉
drqg	或许
drqm	火线
drqn	藿香
drqp	获选
drqt	火星
drqy	活血
fdul	扬
drtz	活口
fdpv	仰
drti	火坑
drtp	货款
fdqf	怏
fde	漾
drud	伙房
drug	祸福
drur	活佛
fdef	殃
fc	以
drxa	火把
drxc	货币
drxh	伙伴
drxj	火爆
drxt	火并
dryz	火头
drye	祸胎
dryk	火腿
dryo	伙同
fcaa	一
dtwb	昏聩无能
fck	已
fcpk	亿
dtbg	很可能是
dtbi	很可能
dtbm	怀念
fcr	易
dtcf	怀春
dtcg	坏处
dtcg	横空出世
dtct	怀揣
dtdv	淮河
dtde	淮海
dtdn	花开花落
dtdq	坏话
dtdt	坏坏
dtdu	怀恨
fcw	亦
dtev	坏的
dtec	会哭的孩子有奶吃
dteh	坏蛋
fcp	依
dtf	还可以
dtfz	怀有
dtfc	怀疑
dtff	怀孕
dtfg	虎口余生
dtgc	坏事
dtgg	槐树
dtgn	海枯石烂
dths	怀旧
dthg	航空局
dtkv	怀着
dtkd	坏账
dtko	怀中
dtlf	海阔凭鱼跃
fcnq	意
dtmh	航空母舰
fct	咦
dtnv	坏了
dtnc	怀里
dtnk	花开两朵，各表一枝
dtnm	怀恋
dtoc	坏死
dtpz	怀柔
dtpu	坏人
fckk	乙
dtqv	黄口小儿
dtqb	坏笑
dtqn	怀想
dtqx	坏心
dtuc	混口饭吃
dtui	花开富贵
dtxw	淮北
dtxa	惶恐不安
dtxb	怀表
dtxf	虎口拔牙
dtxg	户口簿
dtxj	怀抱
dtxu	户口本
fceq	义
dtye	怀胎
dtyg	虎口逃生
dtyq	虎口脱险
dtyt	海阔天空
fcwf	衣
fcxs	宜
du	回复
fcj	艺
dusb	很巧
fcq	翼
dusm	很浅
dusn	很强
dusp	很全
dusy	洪福齐天
duwz	虎父无犬子
duwg	毫发无伤
duwh	很晚
duwo	毫发无损
duzd	很脏
duzj	很早
duab	很暗
duac	很爱
dubs	很牛
dubh	很难
ducz	很丑
duca	很差
ducc	很迟
ducd	很长
fcpf	仪
ducj	很吵
duco	很冲
ducu	很沉
dudw	很黑
dudz	很厚
dudf	呼风唤雨
dudj	很好
dudk	很会
dudq	狠话
dudr	很火
dudt	很坏
dudu	狠狠
duea	很大
duec	很低
dueg	狠毒
dueh	很淡
duek	很对
duep	很短
dueq	哈佛大学
duer	很多
fctg	医
dufz	很有
dufd	汇丰银行
dufg	环肥燕瘦
dufh	很严
fcog	矣
dufk	话锋一转
dufm	灰飞烟灭
dufm	花繁叶茂
dufp	很远
duft	很硬
duga	很傻
dugc	很是
dugg	很熟
dugj	很少
dugn	很爽
dugt	很帅
dugu	很深
duhs	很久
duhc	痕迹
duhl	鹤发鸡皮
duhx	很近
duij	很高
duik	很贵
duin	很广
dujh	很惨
duke	很窄
dukj	狠招
duko	很重
dukp	后发制人
dukq	狠抓
dula	很怕
duld	很胖
dulo	魂飞魄散
dumw	很美
dumb	很妙
dumd	很忙
dumh	很慢
dumi	很猛
dumt	狠命
dunw	很累
dunv	恢复了
duna	狠辣
dunh	很烂
duni	很冷
dunj	很老
duoc	恨死
duoo	很松
duop	很酸
dupv	很热
dupr	很弱
fcze	逸
duqs	化腐朽为神奇
duqb	很小
duqf	和风细雨
fcx	益
duqk	后发先至
duqm	很咸
duqn	很想
duqo	很凶
duqx	狠心
duta	很卡
dutf	很困
dutg	很酷
fcqk	忆
dutp	很宽
dutt	很快
duuh	很烦
fco	异
duxd	很棒
duxe	很白
duxg	很不
duxh	豪放不羁
fcb	姨
duxj	很薄
duxu	很笨
duyw	魂飞天外
duyz	恨透
duyd	很烫
duyf	鹤发童颜
duym	很甜
duyo	很痛
dx	何必
dxsz	怀璧其罪
dxsg	回不去
dxsm	很抱歉
dxwh	花不完
dxwo	悍不畏死
dxzf	还不足以
dxzn	慌不择路
dxbi	还不能
dxcs	花不出去
dxch	画饼充饥
dxdf	毫不讳言
dxdg	会不会是
dxdj	好不好
dxdk	会不会
dxes	恨不得有条地缝钻进去
dxev	恨不得
dxec	悔不当初
dxee	黑白颠倒
dxeg	话不多说
dxeh	荷包蛋
dxej	还不到
dxeq	祸不单行
dxeu	含苞待放
dxex	货不对板
dxfv	后半夜
dxfe	还不一定
dxff	毫不犹豫
dxfq	互不影响
dxfu	含苞欲放
dxgv	虎不食儿
dxgc	还不是
dxgg	魂不守舍
dxgi	河北省
dxgi	湖北省
dxgj	还不少
dxgm	话不说不明
dxgp	毫不示弱
dxhf	毫不介意
dxhg	环保局
dxhp	祸不及家人
dxiz	还不够
dxip	互不干扰
dxjr	还不错
dxkc	还不止
dxke	还不知道
dxkf	还不至于
dxkh	缓兵之计
dxns	毫不留情
dxns	黑不溜秋
dxnz	胡编乱造
dxnb	花不了
dxne	回不来
dxnh	毫不利己
dxnk	回报率
dxny	活蹦乱跳
dxoh	货比三家
dxp	还不如
dxpf	好不容易
dxpg	还不如说
dxq	还不行
dxqs	活不下去
dxqw	花边新闻
dxqf	虎背熊腰
dxqg	红白喜事
dxqg	恨不相逢未嫁时
dxqi	毫不相干
dxqo	毫不逊色
dxqp	互不相容
dxqt	很不幸
dxts	很不客气
dxtk	毫不夸张
dxtt	还不快
dxua	好办法
dxum	黑白分明
dxuq	还本付息
dxuy	魂不附体
dxxz	后半辈子
dxxj	汉堡包
dxxu	后半部分
dxye	话不投机半句多
dxyh	话不投机
dxym	好半天
dxyn	化悲痛为力量
dy	后天
dyse	呼天抢地
dywh	哄抬物价
dywh	红头文件
dywn	回天无力
dyzc	皇太子
dyzg	回头再说
dyvv	黑天鹅
dycd	火腿肠
dydz	皇太后
dydb	虎头虎脑
dyde	昏天黑地
dydy	皇天后土
dyee	撼天动地
dyek	宏图大志
dyeq	哄堂大笑
dyet	嚎啕大哭
dyf	回头一笑百媚生
dyfw	互通有无
dyfg	糊涂一时
dygw	虎头蛇尾
dyga	回头是岸
dygd	火头上
dyhe	花天酒地
dyhg	航天局
dyhj	花团锦簇
dyhm	回头见
dyhq	回趟家
dyif	黄土高原
dyjj	回头草
dykn	回天之力
dykq	昏头转向
dyng	滑铁卢
dynk	回头率
dynx	后台老板
dyqe	欢天喜地
dyqh	滑天下之大稽
dyqn	后天下之乐而乐
dytv	回头客
dyth	憨态可掬
dytt	回头看看
dyug	回天乏术
dyx	换汤不换药
dyxf	横挑鼻子竖挑眼
dyxi	恨铁不成钢
dyxp	皇天不负有心人
dyyn	灰头土脸
dyyo	红彤彤
dyyr	活脱脱
fcd	移
fcn	毅
fcfn	译
essc	丢弃
essm	丢钱
eswc	大器晚成
eswi	但求无过
eswp	敌强我弱
eszw	大权在握
eszc	兜圈子
escz	丢丑
escn	冬去春来
esdc	荡气回肠
esdq	电气化
eseb	丢掉
esej	丢到
esen	大起大落
esfa	大气压
esgz	底气十足
esgc	丢失
esgh	大千世界
fcg	壹
eshe	当且仅当
eshh	刀枪剑戟
fcxp	疑
esiw	丢给
esji	大气层
eskv	当权者
fca	夷
eslm	单枪匹马
esln	大权旁落
fcz	遗
eslx	大气磅礴
esms	打情骂俏
esnv	丢了
esne	躲起来
esnm	丢脸
esoz	得其所哉
espj	的确如此
espk	大巧若拙
espt	刀枪入库
espu	丢人
esq	地区性
esqq	丢下
esqt	东瞧西看
esxz	底气不足
esxp	刀枪不入
fcf	议
ewww	大无畏
ewvz	达斡尔族
fcpt	倚
fcwt	裔
ewen	独往独来
ewfz	得有
ewfp	动物园
ewgh	党委书记
ewhg	读万卷书
ewhl	端午节
ewhq	帝王将相
ewjn	断无此理
ewke	弹丸之地
ewkh	当务之急
ewme	敌我矛盾
ewmf	对外贸易
ewmg	当我没说
ewnv	都忘了
ewng	对我来说
ewop	睹物思人
ewqu	弹无虚发
ewtz	吊胃口
ewte	跌无可跌
ewtu	对外开放
ewxy	大为不同
fcm	椅
fce	溢
ezsb	陡峭
ezsc	斗气
ezsg	都去
ezsn	打砸抢
ezsp	兜圈
ezwd	地藏王
ezwh	都在玩
ezwk	大做文章
fccf	蚁
fcgq	懿
ezzc	豆子
ezze	都在
ezzi	陡增
ezzk	斗嘴
ezzq	刀子嘴豆腐心
fcu	抑
ezvv	窦娥
ezvm	抵足而眠
fcc	役
fctx	邑
fcwj	弈
ezbs	斗牛
ezbe	豆奶
ezbi	都能
fcfs	谊
ezcc	豆豉
fccg	轶
ezd	大杂烩
ezdj	逗号
ezdk	都会
ezdq	豆花
ezdu	都很
fcmn	驿
ezez	豆豆
ezeb	多灾多难
ezec	兜底
ezeg	多嘴多舌
ezeh	斗胆
ezej	多姿多彩
ezeo	抖动
ezf	打字员
ezfz	都有
ezfa	豆芽
fctf	咿
ezfg	斗鱼
ezfj	都要
ezfo	都用
ezfp	独自一人
ezfq	电子邮箱
ezfx	逗引
ezgw	电子商务
ezgz	兜售
ezga	豆沙
ezgc	都是
ezgr	都说
fctq	噫
ezhb	豆角
ezhc	打字机
fctq	翳
ezhn	豆浆
ezho	断子绝孙
ezhq	达则兼济天下
eziw	都给
ezii	刁钻古怪
ezik	待字闺中
ezit	都怪
eziu	逗哏
fcae	弋
fct	贻
ezji	都曾
fcqj	羿
fcxf	疫
ezkc	斗志
ezkd	打嘴仗
ezkg	鼎足之势
ezki	斗争
fcpg	佚
fcrf	胰
ezli	斗篷
ezlm	动作片
ezlr	陡坡
ezmw	都没
ezmb	豆苗
ezn	肚子里
ezns	逗留
eznw	豆类
eznv	逗乐
eznc	兜里
ezne	都来
ezni	戴罪立功
eznr	抖落
ezoz	抖擞
ezou	鼎足三分
ezph	陡然
ezpu	逗人
ezqb	逗笑
ezqn	都想
ezqt	都行
ezrg	斗殴
ezt	丁字裤
eztz	豆蔻
eztv	都可
fcdx	熠
eztt	都快
eztx	刁钻刻薄
fcjf	荑
ezua	斗法
ezug	豆腐
ezui	兜风
ezun	弟子服其劳
ezuu	豆粉
fcuv	揖
fcfr	诣
fcv	屹
ezxc	都比
fcut	旖
ezxg	都不
ezxh	豆瓣
ezxj	豆包
ezxm	陡变
ezxq	胆子不小
fcrq	臆
evsp	大而全
evww	淡而无味
evwe	大而无当
evwu	德文
evzk	得罪
fcpn	食
evcg	得出
evci	得逞
fccx	蛇
evco	得宠
fchf	铱
evdk	大而化之
eved	得当
evee	大恩大德
evf	得以
evfv	第二页
evfc	得意
evfd	德阳
evfg	德语
evfh	第二眼
evgz	得手
evgc	得失
evgi	得胜
fctk	呓
evhs	得救
fcgj	射
evhn	得奖
eviv	第二个
evir	德国
evjc	第二次
evjj	德操
evk	得志
evkc	得知
evkg	得主
evlb	得票
evlu	当耳旁风
evmt	第二名
evnv	得了
evnc	得力
evne	吊儿郎当
evnf	第二轮
evov	得瑟
evqc	得悉
evqk	等而下之
evqt	德行
fcon	绎
fcft	诒
evua	得法
evug	得而复失
evuu	得分
fcs	猗
evxm	第二遍
evxq	大恩不言谢
evxt	得病
evxu	当耳边风
fcom	缢
evya	德尔塔
evyc	得体
fcgt	饴
evym	第二天
fcqe	刈
fczf	迤
eass	打球
easb	大桥
easc	大气
easg	打趣
easn	搭腔
easp	大权
east	大庆
eawd	大王
eawg	大雾
eawh	打完
eawu	答问
fcjq	薏
fcjq	艾
eaza	打杂
eazc	打字
eaze	搭载
eazg	德昂族
eazi	大增
eazj	打造
eazk	大嘴
eazo	大宗
eazr	大作
eazr	打坐
eavv	大额
eaab	答案
eaac	大碍
fcgm	尾
fcps	仡
eabg	大怒
eabh	大难
eabj	大脑
eabm	大年
eabn	大娘
eac	搭车
eacv	打车
eaca	打岔
eacd	大肠
eacg	打出
eaci	达成
eacu	大臣
fch	镒
eadz	大吼
eadv	大河
eade	大海
eadf	打昏
eadg	大户
eadh	大喊
eadi	大亨
eadj	大号
eadk	大会
eado	大红
eadp	大患
eadq	大话
eadr	大伙
eadt	打坏
fchk	钇
eaez	大豆
fcvp	嶷
eaea	大大
eaeb	打掉
eaec	大地
eaed	搭档
eaef	打盹
eaeg	大度
eaeh	大胆
eaej	达到
eaek	大队
eael	大跌
eaem	打点
eaeo	打动
eaep	打断
eaer	大多
fcux	挹
eaf	大于
eafv	大爷
eafa	打压
eafc	大意
eafd	大洋
eafg	大雨
eafh	大雁
eafp	大院
eaft	答应
eafx	打印
eafy	大约
fcvn	峄
eagz	打手
eagv	大赦
eaga	大厦
fccw	蜴
eagc	大师
eagd	打伤
eagg	大叔
eagh	搭讪
eagi	大声
eagk	打水
fcdq	黟
eagt	大帅
eagu	大神
eah	打架
eahs	搭救
fcrt	眙
eahb	打搅
eahc	打击
eahf	大军
eahg	大局
eahl	大街
eahm	搭建
eahn	大奖
eahp	答卷
eahq	大家
eaht	大惊
fcea	殪
fckp	以
eaiw	打给
eaiz	打钩
eaiv	大哥
eaid	大纲
eaie	大概
eaif	打滚
eaig	打鼓
eaij	大搞
eain	打光
eaio	打工
eaip	达观
eaiq	大褂
eair	大国
eait	打怪
fcrw	易
fcjk	艺
eajc	打词
eajh	大餐
eajo	大葱
eajr	打错
fcoj	异
eakz	大洲
eakv	打折
eakc	大致
eakd	大涨
eakd	打仗
fcbf	姨
eakg	打住
eakh	大战
eako	大众
eakp	大专
fcab	夷
eaku	打针
fczp	遗
ealw	搭配
ealc	大批
eale	打牌
ealh	大盘
eali	大鹏
ealj	大炮
ealm	大片
ealr	打破
ealt	大屏
ealx	打拼
eamw	大媒
eama	大妈
eamc	大米
eame	大卖
eamr	打磨
eamt	大名
eamu	大门
ean	打理
eanw	打雷
eanz	大楼
eanv	打了
eana	耷拉
eanc	搭理
eand	大浪
eane	达赖
eang	大陆
eanj	大佬
eank	大绿
eanl	打猎
eanm	大连
eann	大量
eanp	打乱
eanr	打落
eant	大龄
eaoc	打死
eaoe	大赛
eaoh	打散
eaoj	打扫
eaok	打碎
eaop	打算
eapd	大嚷
eapg	打入
eapj	打扰
eapu	大人
fckt	𬺈
eaqs	大修
eaqb	大小
eaqc	大喜
fcp	伊
eaql	大写
eaqm	大仙
eaqn	大象
eaqp	大选
eaqq	大侠
eaqq	打下
eaqt	大型
eaqy	大学
fcq	怡
eatz	大口
eata	打卡
eate	打开
eatg	大哭
eatj	大考
eatk	大亏
eato	打孔
eatp	大款
eatq	打垮
fck	彝
fcc	颐
eaua	打发
eaud	大方
fcw	奕
eaug	答复
eauh	打翻
eaui	大风
eaur	大佛
fce	沂
eauu	打分
fcn	翊
eaxa	大把
eaxb	达标
eaxc	大笔
eaxe	打败
eaxg	大步
eaxh	打扮
eaxj	打包
eaxm	答辩
eaxr	大伯
eaxt	大病
fcxf	痍
eayz	大头
eayc	答题
eayd	大堂
eaye	搭台
eayg	大图
eayh	打探
eayk	大腿
eayl	打铁
eayo	打通
eayt	打听
fcx	肄
eb	电脑
ebsm	调遣
fh	眼
ebwd	凋亡
fhy	盐
ebwh	刁顽
ebzz	调走
ebzc	调子
ebze	掉在
ebzm	当牛做马
ebzp	刁钻
ebv	低能儿
ebvp	钓饵
fhe	演
fhd	烟
ebbh	刁难
ebcv	吊车
ebca	调查
ebcf	大年初一
ebcg	调出
ebch	貂蝉
ebcn	吊床
ebdv	多瑙河
ebdk	调回
ebdp	调换
ebdq	雕花
fhw	言
ebea	吊打
ebed	调档
ebee	吊带
ebeg	调度
ebei	吊灯
ebej	调到
ebek	掉队
ebeo	调动
ebeq	东南大学
ebet	吊顶
ebf	东南亚
ebfa	掉牙
ebfg	钓鱼
ebfh	调研
ebfn	多年以来
ebfo	调用
fhc	颜
ebfy	调阅
fhb	燕
ebgc	雕饰
fhf	严
fhdd	炎
fhdd	焱
ebhc	调集
fhv	岩
fhu	艳
fhet	沿
ebhq	掉价
ebhx	掉进
ebih	钓竿
ebik	吊诡
ebiq	吊挂
ebjt	顿涅茨克
fhz	延
ebkv	吊着
ebka	掉渣
ebkc	调职
ebkk	吊坠
ebkp	掉转
ebkr	雕琢
fhbt	妍
ebku	吊针
fhg	研
fhcu	雁
eblc	貂皮
eble	调派
eblt	吊瓶
ebmh	刁蛮
ebmj	掉毛
fhcl	彦
ebmu	调门
ebmx	刁民
ebnw	掉泪
ebnv	掉了
ebnc	调离
ebne	调来
ebng	对你来说
ebnr	掉落
ebnt	凋零
ebnu	大难临头各自飞
ebny	大难临头
ebo	屌丝
