;fcitx Version 0x03 Table file
KeyCode=abcdefghijklmnopqrstuvwxyz
Length=32
Pinyin=@
PinyinLength=32
Prompt=&
ConstructPhrase=^
[Rule]
e2=p11+p12+p21+p22
e3=p11+p21+p31+p32
a4=p11+p21+p31+n11
[Data]
a	安
baxn	䳰
baxn	报喜
baxq	胞兄
baxr	报销
baxr	剥削
baxv	儤
baxw	堡
baxw	包下
baxw	剥下
baye	报业
bayf	包月
bayh	抱怨
bayj	暴雨
bayjinsn	鲍鱼之肆
bayk	褒
bayk	袌
bayk	裦
bayk	襃
bayl	报应
bayn	报以
bayn	褒义
bayncn	褒义词
baynlaqh	饱以老拳
bayq	珤
bays	保养
bayt	保佑
bayt	包邮
bayx	㻄
bayy	龅牙
baza	暴躁
bazh	孢
bazi	暴增
bazj	保安族
bazj	包租
bazn	包子
bazn	豹子
baznnqsd	抱子弄孙
bazu	宝座
bazv	趵
bazxwuuzus	包在我身上
bb	Biu
bbbd	不比不知道
bbbk	不卑不亢
bbbn	并不比
bbda	办不到
bbdd	斑斑点点
bbde	巴不得
bbdi	不必当真
bbdn	百般刁难
bbds	巴巴多斯
bbdt	包办代替
bbdy	逼不得已
bbff	本本分分
bbhk	并不会
bbid	并不知道
bbij	八拜之交
bbit	八宝粥
bbiu	秉笔直书
bbiw	不辨真伪
bbiy	不白之冤
bbjl	变本加厉
bbju	比比皆是
bbjx	步步惊心
bbkq	必不可缺
bbku	必不可少
bbku	不包括
bbld	巴比伦
bblh	步步莲花
bblh	便把令来行
bbll	斑驳陆离
bbln	八百里
bbmm	爸爸妈妈
bbms	帮帮忙
bbmx	把把脉
bbni	并不能
bbpp	白白胖胖
bbqb	北半球
bbrd	兵败如山倒
bbts	棒棒糖
bbtt	蹦蹦跳跳
bbum	帮不上忙
bbun	并不是
bbus	比不上
bbut	摆摆手
bbuu	并不是说
bbvi	办不成
bbvy	百步穿杨
bbwn	被逼无奈
bbwo	北部湾
bbwv	卑鄙无耻
bbwx	白璧微瑕
bbwy	步步为营
bbxg	并不想
bbxr	兵不血刃
bbxy	并不需要
bbya	不必要
bbyd	并不一定
bbyi	兵不厌诈
bbyl	彬彬有礼
bbyn	不便宜
bbys	北冰洋
bbyy	巴布亚新几内亚
bbzn	半辈子
bbzr	不把自己当外人
bbzy	不必在意
bc	变
bc	便
bc	边
bc	编
bc	遍
bc	辩
bc	扁
bc	辨
bc	鞭
bc	贬
bc	辫
bc	匾
bc	蝙
bc	汴
bc	卞
bc	弁
bc	砭
bc	笾
bc	苄
bc	鳊
bc	煸
bc	褊
bc	碥
bc	忭
bc	抃
bc	昪
bc	萹
bc	拚
bc	變
bc	窆
bc	缏
bc	邊
bc	辯
bc	釆
bc	編
bc	邉
bc	籓
bc	覍
bc	箯
bc	緶
bc	艑
bc	覵
bc	㝸
bc	㣐
bc	㦚
bc	㭓
bc	㲢
bc	㳎
bc	㴜
bc	㵷
bc	㺹
bc	䁵
bc	䉸
bc	䒪
bc	䛒
bc	䡢
bc	䪻
bc	変
bc	峅
bc	徧
bc	惼
bc	揙
bc	汳
bc	炞
bc	牑
bc	猵
bc	獱
bc	玣
bc	甂
bc	疺
bc	稨
bc	籩
bc	糄
bc	臱
bc	藊
bc	諚
bc	貶
bc	辡
bc	辧
bc	辮
bc	辺
bc	鍽
bc	閞
bc	鞕
bc	鯾
bc	鯿
bc	鴘
bc	鶣
bc	㺍
bcac	扁
bcac	煸
bcac	稨
bcai	㲢
bcal	炞
bcan	鶣
bcay	甂
bcba	编报
bcbc	便便
bcbj	遍布
bcbu	辩驳
bcbv	辩
bcbv	辨
bcbv	辫
bcbv	辯
bcbv	㦚
bcbv	辡
bcbv	辧
bcbv	辮
bcbv	辨别
bcbx	辩白
bcbylllxhs	便把令来行
bcbzjwln	变本加厉
bccc	萹
bccc	䒪
bccc	藊
bcce	鞭策
bccl	苄
bccn	辩词
bcco	便餐
bccx	辩才
bcda	编导
bcdc	㳎
bcdc	㴜
bcde	变得
bcdk	汳
bcdk	编队
bcdl	汴
bcdl	编订
bcdn	贬低
bcdn	遍地
bcdnkxhw	遍地开花
bcdo	扁担
bcdq	变动
bcdr	变调
bcds	卞
bcds	便当
bcdt	扁豆
bcdv	㵷
bcdy	变大
bceb	不辞而别
bcec	峅
bcee	匾额
bcfc	鍽
bcfi	边锋
bcfj	蝙蝠
bcfo	便饭
bcfs	边防
bcfy	不测风云
bcfy	变法
bcfywpxm	变法维新
bcgc	褊
bcgc	牑
bcge	变革
bcgh	边关
bcgi	釆
bcgi	变更
bcgj	变故
bcgm	本草纲目
bcgw	变卦
bcha	编号
bchc	编
bchc	弁
bchh	变换
bchhmuce	变幻莫测
bchhwjvs	变幻无常
bchj	辩护
bchk	便会
bchl	䪻
bchl	变坏
bchn	鴘
bcho	缏
bchw	变化
bchwdudh	变化多端
bchwwjqq	变化无穷
bchx	包藏祸心
bcia	变招
bcic	㭓
bcic	糄
bcic	閞
bcie	覵
bcie	编者
bcig	便装
bcih	编撰
bcii	辩证
bciify	辩证法
bcij	编著
bcin	编织
bcin	编制
bcin	贬值
bciq	变种
bcit	扁舟
bciz	变阵
bcjc	匾
bcjc	边检
bcjd	不存芥蒂
bcjg	边疆
bcjj	编剧
bcjl	边境
bcjn	编辑
bcjq	贬
bcjr	变焦
bcjv	辩解
bcjv	便捷
bckc	編
bcke	便可
bckg	边框
bckl	变快
bcko	緶
bckr	病从口入
bcky	變
bcky	边卡
bcla	变老
bclc	变脸
bcld	辩论
bcle	不错了
bcle	变了
bclg	㣐
bclg	变量
bcli	变冷
bclk	不辞劳苦
bcln	便利
bcln	遍历
bclndc	便利店
bclq	窆
bclq	疺
bclxbcqj	变来变去
bcma	边贸
bcmb	百辞莫辩
bcmc	鳊
bcmc	鯿
bcml	辨明
bcmm	便民
bcmn	便秘
bcmo	鯾
bcmo	变慢
bcmx	变卖
bcmy	编码
bcmz	边门
bcnh	变暖
bcnn	便溺
bcnp	编内
bcoj	䛒
bcoo	鞭
bcoo	鞕
bcpa	鞭炮
bcpc	艑
bcpl	扁平
bcpm	变频
bcpo	箯
bcpo	变盘
bcps	变胖
bcpv	䉸
bcpw	籓
bcpx	编排
bcpz	笾
bcpz	籩
bcqc	拚
bcqc	揙
bcqc	便签
bcqc	变迁
bcqf	扁鹊
bcqg	变强
bcqj	编曲
bcql	抃
bcrc	昪
bcrj	编入
bcrk	䁵
bcrq	貶
bcru	变弱
bcrz	辨认
bcsc	惼
bcsd	贬损
bcse	覍
bcse	㝸
bcse	变色
bcselq	变色龙
bcsj	变速
bcsl	忭
bcsx	边塞
bctatn	扁桃体
bctc	蝙
bctc	䡢
bctc	徧
bctc	变天
bctn	变体
bctnlmus	遍体鳞伤
bctq	变通
bctr	便条
bctx	变态
bcty	鞭挞
bcuc	猵
bcui	变声
bcuj	变数
bcul	獱
bcul	㺍
bcun	辨识
bcundj	辨识度
bcuq	抱残守缺
bcus	边上
bcut	变瘦
bcuy	变傻
bcuz	变身
bcvc	碥
bcve	便车
bcvi	编程
bcvi	变成
bcvk	边陲
bcvn	鞭笞
bcvq	砭
bcvs	边长
bcvsmujn	鞭长莫及
bcvy	变差
bcwj	编舞
bcwn	博茨瓦纳
bcwp	变为
bcwx	编外
bcxb	编修
bcxc	变现
bcxg	变相
bcxl	不辞辛劳
bcxl	变形
bcxm	变心
bcxnfy	变戏法
bcxo	便
bcxr	变小
bcxv	编写
bcxvbo	便携版
bcyc	㺹
bcye	遍野
bcyh	边缘
bcyhhw	边缘化
bcyj	便于
bcyk	变
bcyl	玣
bcym	编印
bcyn	便宜
bcyn	编译
bcyn	贬义
bcyncn	贬义词
bcynhsun	便宜行事
bcynmphahu	便宜没好货
bcynwjhahu	便宜无好货
bcyo	边沿
bcys	变样
bcyt	便有
bcyx	諚
bcyy	変
bcyy	变压
bcyyqn	变压器
bcza	编造
bczb	边
bczc	遍
bczd	辺
bczh	编纂
bczj	邉
bczj	编组
bczn	辫子
bczq	邊
bczq	臱
bczu	变作
bd	兺
bdbf	不得不服
bdbj	不得不
bdbl	宝刀不老
bdbq	百毒不侵
bdbt	不得不低头
bdbu	不打不相识
bdbx	不大不小
bdby	百读不厌
bddo	不单单
bddt	不登大雅之堂
bdei	不得而知
bdeq	拔地而起
bdev	背道而驰
bdfi	白癜风
bdhs	不得好死
bdhs	不到黄河心不死
bdid	不懂装懂
bdiz	别当真
bdjg	兵多将广
bdjg	不当家不知柴米贵
bdjm	不对劲
bdju	博大精深
bdjw	不懂就问
bdkh	遍地开花
bdkn	不大可能
bdky	不但可以
bdle	不得了
bdlg	布达拉宫
bdll	兺
bdln	背地里
bdmd	不达目的
bdms	帮倒忙
bdnl	表达能力
bdqf	不得其法
bdqn	不定期
bdqs	不得其所
bdqx	北斗七星
bdru	不动如山
bdrx	不得人心
bdsh	不打算
bdsv	冰冻三尺
bdtg	不断提高
bdtv	拔得头筹
bdui	不得善终
bdus	不动声色
bdvh	不到长城非好汉
bdvl	表达出来
bdvo	不动产
bdwl	不得无礼
bdwp	本单位
bdwu	不断完善
bdxi	拔刀相助
bdxl	北斗星
bdyi	步调一致
bdyi	不得已而为之
bdyj	不等于
bdyl	不得要领
bdyl	弊大于利
bdyl	不答应
bdyn	不得已
bdyw	不得有误
bdzi	不打自招
bdzn	半吊子
bebj	博而不精
bebj	避而不见
bebt	避而不谈
befm	不二法门
befz	不二法则
bego	巴尔干
beik	巴尔扎克
beix	不二之选
bels	白俄罗斯
beuk	布尔什维克
bfbc	不方便
bfbi	百发百中
bfbn	百分比
bfbx	百分百
bfcc	白发苍苍
bfcu	不负此生
bfcz	不复存在
bfdc	百分点
bfdn	不复当年
bfdx	百废待兴
bfha	百分号
bfhj	暴发户
bfhw	不法行为
bfib	百分之百
bfin	百分之
bfit	不法之徒
bfiw	不负众望
bfiy	捕风捉影
bfiy	百分之一
bfjx	百废俱兴
bfku	白费口舌
bfky	你有张良计，我有过墙梯
bfll	兵分两路
bflq	白费力气
bfqb	不分青红皂白
bfqn	不服气
bfqr	不乏其人
bfst	不负所托
bfty	悲愤填膺
bfuh	不负韶华
bfuu	比方说
bfvl	不费吹灰之力
bfwx	变法维新
bfxi	不分轩轾
bfxj	白费心机
bfxm	不放心
bfyj	暴风雨
bfyz	不费一兵一卒
bfze	不负责
bfzl	不放在眼里
bfzr	不负责任
bgbd	半工半读
bgbg	不管不顾
bgbj	不干不净
bgbj	毕恭毕敬
bgbl	包工包料
bgbv	笔耕不辍
bgbw	不管不问
bgdj	半个多世纪
bgds	不敢当
bgdt	不共戴天
bgee	不过尔尔
bggo	标杆杆
bggt	不敢苟同
bghr	不甘后人
bgif	秉公执法
bgil	百舸争流
bgiq	半个钟
bgit	半个钟头
bgiy	悲观主义
bgjj	百感交集
bgjl	白骨精
bgjm	不甘寂寞
bgjr	不干胶
bgle	不管了
bglh	不甘落后
bglj	不归路
bglj	八国联军
bgll	波光粼粼
bglm	不敢掠美
bgms	帮个忙
bgpl	不公平
bgqx	卑躬屈膝
bgrc	不过如此
bgsf	不够塞牙缝
bgsg	闭关锁国
bgsy	不管三七二十一
bgtj	博古通今
bgtt	包工头
bgty	不关痛痒
bguj	半个世纪
bgun	办公室
bgur	不甘示弱
bgus	兵贵神速
bguy	杯弓蛇影
bgws	秉公无私
bgwu	别跟我说
bgwx	报告文学
bgxm	不甘心
bgxq	不感兴趣
bgxu	半个小时
bgxx	不敢相信
bgyb	不敢越雷池一步
bgyf	半个月
bgyj	不甘于
bgyq	不顾一切
bgys	不够意思
bgyx	不苟言笑
bgzi	八竿子打不着
bgzp	不攻自破
bgzu	闭关自守
bhbj	饱汉不知饿汉饥
bhbm	不慌不忙
bhby	不会吧
bhby	不行吧
bhda	北海道
bhdd	变化多端
bhdr	不遑多让
bhel	不寒而栗
bhes	不欢而散
bhfh	暴虎冯河
bhgd	兵行诡道
bhge	不合格
bhgl	别鹤孤鸾
bhgx	北回归线
bhhw	白花花
bhhy	不怀好意
bhin	不惑之年
bhit	抱恨终天
bhiy	百花争艳
bhjv	步行街
bhle	不行了
bhlh	悲欢离合
bhln	不合理
bhlt	冰火两重天
bhlv	白鹤亮翅
bhlx	不回来
bhmc	变幻莫测
bhml	兵荒马乱
bhmy	巴哈马
bhmy	不行吗
bhpj	不患贫而患不均
bhqd	不合群
bhqf	百花齐放
bhqj	不回去
bhre	不好惹
bhsh	不划算
bhso	保护伞
bhun	不合适
bhuu	不好说
bhuy	不合时宜
bhvl	不合常理
bhwq	变化无穷
bhwv	变幻无常
bhxl	保护性
bhxp	冰魂雪魄
bhxv	不和谐
bhys	不好意思
bi	崩
bi	蹦
bi	绷
bi	迸
bi	甭
bi	泵
bi	嘣
bi	甏
bi	琫
bi	祊
bi	镚
bi	蚌
bi	堋
bi	鏰
bi	跰
bi	繃
bi	鞛
bi	絣
bi	㑟
bi	㛝
bi	㱶
bi	㷯
bi	䋽
bi	䙀
bi	䨻
bi	䩬
bi	䭰
bi	䳞
bi	伻
bi	嗙
bi	埄
bi	埲
bi	塴
bi	奟
bi	嵭
bi	揼
bi	琣
bi	甮
bi	痭
bi	綳
bi	菶
bi	逬
bi	閍
bi	䑫
bi	䙖
bi	䨜
biab	㷯
biab	䭰
bibb	包治百病
bibd	百战不殆
bibh	百折不回
bibitrtr	蹦蹦跳跳
bibj	不着边际
bibj	不知不觉
bibk	不折不扣
bibl	保质保量
bibn	百折不挠
bibu	百战百胜
biby	半遮半掩
bicb	菶
bid	不知道
bida	不知道
bide	不值得
bidg	㱶
bidh	绷断
bidl	不知道了
bidm	不知道为什么
bidn	蹦迪
bidr	奟
bidr	不着调
bidx	绷带
bidy	蹦跶
bieb	不战而屈人之兵
bieq	嵭
bier	崩
bieu	不战而胜
bifj	不知凡几
bifr	镚
bifr	鏰
bify	迸发
bify	辩证法
bigd	不知高低
bigh	甭管
bigq	祊
bigr	䙀
bigr	䙖
bigz	本职工作
bihd	不知好歹
bihj	不着痕迹
bihl	崩坏
bihr	绷
bihw	标准化
bihz	白纸黑字
biid	必争之地
biie	绷着
biie	标志着
biif	不正之风
biii	不治之症
biij	伯仲之间
biin	绷直
biiq	閍
biiz	不知者不罪
bijl	不知就里
bijm	绷紧
bijm	保证金
bijn	蹦极
bijq	嗙
bijr	嘣
bijt	不知进退
bikc	䋽
bikf	不置可否
bikj	絣
bikk	崩溃
bikr	繃
bikr	綳
bikr	䨜
bikw	䨻
bilk	甭
bilr	痭
bilu	不斩来使
bilv	不知廉耻
biml	不知名
binl	㛝
bint	不撞南墙不回头
biob	䩬
bioj	鞛
bipj	䑫
bipo	崩盘
biqb	不追求
biqc	不值钱
biqe	不知其二
biqf	不正确
biqh	百转千回
biqj	不知趣
biql	不知情
biqn	䳞
biqn	保质期
biqr	不知其所以然
biqv	揼
biqv	不知轻重
biqx	不知去向
birg	宾至如归
birw	不知肉味
birz	班主任
bisc	不知所措
bish	不知死活
bisi	不知所终
bisy	不知所云
bith	不知天高地厚
biti	不折腾
bitl	不中听
bitq	蚌
bity	崩塌
biue	迸射
biui	不吱声
biun	不只是
biuq	不知深浅
bius	不知生死
biuu	甭说
bivg	蹦床
bivh	扮猪吃老虎
bivl	不支持了
bivn	不支持
bivv	泵
bivy	甏
biwb	埲
biwh	不知为何
biwi	不知为不知
biwq	埄
biwr	堋
biwr	塴
biws	不指望
bixg	伻
bixg	甭想
bixl	㑟
bixl	标志性
bixv	不知羞耻
biyb	琫
biyb	不至于吧
biyc	不止一次
biyi	白纸一张
biyj	琣
biyj	不至于
biyk	甮
biyl	报之以李
biyt	不值一提
biyu	不值一哂
biyw	不值一文
biyy	秉烛夜游
bizi	敝帚自珍
bizj	迸
bizj	跰
bizj	逬
bizr	蹦
bj	不
bj	部
bj	步
bj	布
bj	补
bj	捕
bj	怖
bj	卜
bj	哺
bj	簿
bj	埠
bj	钚
bj	逋
bj	卟
bj	醭
bj	瓿
bj	晡
bj	蔀
bj	埗
bj	埔
bj	堡
bj	補
bj	钸
bj	鯆
bj	篰
bj	餔
bj	鵏
bj	鈽
bj	鳪
bj	踄
bj	㘵
bj	㙛
bj	㚴
bj	㨐
bj	㳍
bj	㻉
bj	㾟
bj	䀯
bj	䊇
bj	䋠
bj	䍌
bj	䏽
bj	䑰
bj	䒈
bj	䝵
bj	䪁
bj	䪔
bj	䬏
bj	䳝
bj	䴝
bj	䴺
bj	佈
bj	勏
bj	吥
bj	咘
bj	婄
bj	峬
bj	庯
bj	廍
bj	悑
bj	抪
bj	捗
bj	捬
bj	柨
bj	歨
bj	歩
bj	箁
bj	荹
bj	誧
bj	轐
bj	郶
bj	鈈
bj	錻
bj	餢
bj	鸔
bjar	不安
bjarhaxm	不安好心
bjarqh	不安全
bjarunun	不谙世事
bjarvsln	不按常理
bjarvslnvjpx	不按常理出牌
bjbaku	不包括
bjbb	勏
bjbc	不变
bjbcizwp	不辨真伪
bjbcyn	不便宜
bjbd	卜
bjbe	部
bjbj	䴺
bjbjjlxm	步步惊心
bjbjlchw	步步莲花
bjbjwpyl	步步为营
bjbk	䴝
bjbl	郶
bjbl	步兵
bjbl	半斤八两
bjbm	不紧不慢
bjbn	䳝
bjbn	不必
bjbnbjinda	不比不知道
bjbndsiz	不必当真
bjbnya	不必要
bjbnzxyn	不必在意
bjbo	补办
bjbp	不备
bjbpbjks	不卑不亢
bjbs	不见不散
bjbu	八九不离十
bjbx	不败
bjbx	不疾不徐
bjbxinyh	不白之冤
bjby	瓿
bjbyznjndswxrz	不把自己当外人
bjbz	不笨
bjbz	笔记本
bjbz	不骄不躁
bjcdjvdn	不存芥蒂
bjce	蔀
bjce	不测
bjcefiyd	不测风云
bjcg	荹
bjci	不曾
bjcn	不辞
bjcnehbv	不辞而别
bjcnlakj	不辞劳苦
bjcnxmla	不辞辛劳
bjcs	补仓
bjcs	饱经沧桑
bjcu	不错
bjcule	不错了
bjda	不到
bjdahghexmbjsn	不到黄河心不死
bjdavsvifphaho	不到长城非好汉
bjde	不得
bjde	不见得
bjdebj	不得不
bjdebjdntt	不得不低头
bjdebjfj	不得不服
bjdeehin	不得而知
bjdehasn	不得好死
bjdele	不得了
bjdeqnfy	不得其法
bjdeqnsu	不得其所
bjderzxm	不得人心
bjdeuoiq	不得善终
bjdewjln	不得无礼
bjdeyall	不得要领
bjdeyn	不得已
bjdeynehwpin	不得已而为之
bjdeytwj	不得有误
bjdf	㳍
bjdh	不断
bjdhtnga	不断提高
bjdhwouo	不断完善
bjdi	不等
bjdi	八九点钟
bjdidyyyints	不登大雅之堂
bjdiyj	不等于
bjdj	不计代价
bjdk	不对
bjdk	部队
bjdkjm	不对劲
bjdl	补丁
bjdl	不记得了
bjdlqn	不定期
bjdn	不敌
bjdn	不减当年
bjdo	不但
bjdodo	不单单
bjdokeyn	不但可以
bjdq	不懂
bjdqigdq	不懂装懂
bjdqjbwz	不懂就问
bjdqrjuo	不动如山
bjdquise	不动声色
bjdqvo	不动产
bjdr	步调
bjdrynin	步调一致
bjds	不当
bjdsjwbjinvxmngk	不当家不知柴米贵
bjdt	不都
bjdu	不多
bjdx	布袋
bjdx	北京大学
bjdy	不大
bjdybjxgun	不打不相识
bjdybjxr	不大不小
bjdykeni	不大可能
bjdylygq	布达拉宫
bjdymjde	不达目的
bjdysh	不打算
bjdyyl	不答应
bjdyznia	不打自招
bjee	不饿
bjeh	不二
bjehfymz	不二法门
bjehfyze	不二法则
bjehinxh	不二之选
bjehuzwpke	布尔什维克
bjei	不教而诛
bjel	比肩而立
bjeq	峬
bjey	比较而言
bjez	不胫而走
bjff	钸
bjff	鈽
bjfiiuyl	捕风捉影
bjfj	䬏
bjfj	不符
bjfjcdzx	不复存在
bjfjcnui	不负此生
bjfjdsnc	不复当年
bjfjiqws	不负众望
bjfjqn	不服气
bjfjsutu	不负所托
bjfjuahw	不负韶华
bjfjze	不负责
bjfjzerz	不负责任
bjfl	钚
bjfl	鈈
bjfo	不凡
bjfp	錻
bjfp	不菲
bjfpvkhkinln	不费吹灰之力
bjfpynblynzj	不费一兵一卒
bjfq	不解风情
bjfs	不妨
bjfsbc	不方便
bjfsxm	不放心
bjfszxyoln	不放在眼里
bjfu	饱经风霜
bjfv	宝剑锋从磨砺出
bjfy	步伐
bjfyhswp	不法行为
bjfyintj	不法之徒
bjfyqnrz	不乏其人
bjfz	部分
bjfz	比较复杂
bjfzqlhqzabx	不分青红皂白
bjfzxhin	不分轩轾
bjga	不高
bjge	不及格
bjgg	不光
bjgg	比较尴尬
bjgh	不管
bjghbjgj	不管不顾
bjghbjwz	不管不问
bjghle	不管了
bjghsoqnehunyn	不管三七二十一
bjghtqys	不关痛痒
bjgj	不顾
bjgjynqv	不顾一切
bjgk	不贵
bjgklj	不归路
bjgl	补
bjgl	不怪
bjgl	不见棺材不落泪
bjgo	不敢
bjgobjjl	不干不净
bjgods	不敢当
bjgogttq	不敢苟同
bjgohtrz	不甘后人
bjgojnmu	不甘寂寞
bjgojr	不干胶
bjgolfmp	不敢掠美
bjgoluht	不甘落后
bjgounru	不甘示弱
bjgoxgxm	不敢相信
bjgoxlqj	不感兴趣
bjgoxm	不甘心
bjgoyflpvnynbj	不敢越雷池一步
bjgoyj	不甘于
bjgp	不给
bjgq	補
bjgq	不公
bjgqdxtc	不共戴天
bjgqpl	不公平
bjgqznpu	不攻自破
bjgt	不够
bjgtsxyyfi	不够塞牙缝
bjgtynsn	不够意思
bjgtyoxr	不苟言笑
bjgu	不过
bjgueheh	不过尔尔
bjgurjcn	不过如此
bjgw	卜卦
bjgx	不该
bjgx	白驹过隙
bjgz	不跟
bjha	不好
bjha	比较好
bjhare	不好惹
bjhauu	不好说
bjhaynsn	不好意思
bjhe	不和
bjhege	不合格
bjheln	不合理
bjheqd	不合群
bjheun	不合适
bjheunyn	不合时宜
bjhevsln	不合常理
bjhexv	不和谐
bjhg	不慌
bjhgbjms	不慌不忙
bjhgdurs	不遑多让
bjhh	保驾护航
bjhhehso	不欢而散
bjhhpmehhhbjjd	不患贫而患不均
bjhk	不会
bjhkby	不会吧
bjhklx	不回来
bjhkqj	不回去
bjhl	不坏
bjhlhayn	不怀好意
bjho	不含
bjhoehln	不寒而栗
bjhs	不行
bjhsby	不行吧
bjhsjv	步行街
bjhsle	不行了
bjhsmy	不行吗
bjhu	捕获
bjhuinnc	不惑之年
bjhwsh	不划算
bjhx	不还
bjhz	不很
bjid	不准
bjid	必经之地
bjiebcjn	不着边际
bjiebjkt	不折不扣
bjiedr	不着调
bjiehzjn	不着痕迹
bjieti	不折腾
bjif	柨
bjignoqgbjhktt	不撞南墙不回头
bjiiinfi	不正之风
bjiiqf	不正确
bjij	补助
bjij	败军之将
bjikqb	不追求
bjil	必经之路
bjim	不解之谜
bjim	百家争鸣
bjin	布置
bjinbjjf	不知不觉
bjinda	不知道
bjindale	不知道了
bjindawpuzme	不知道为什么
bjinde	不值得
bjinfojn	不知凡几
bjingadn	不知高低
bjinhadx	不知好歹
bjiniebjzk	不知者不罪
bjininii	不治之症
bjinjbln	不知就里
bjinjmtk	不知进退
bjinkeft	不置可否
bjinlcvn	不知廉耻
bjinml	不知名
bjinqc	不值钱
bjinqj	不知趣
bjinqjxg	不知去向
bjinql	不知情
bjinqlvq	不知轻重
bjinqneh	不知其二
bjinqnsuynro	不知其所以然
bjinrtwp	不知肉味
bjinsnhu	不知死活
bjinsucu	不知所措
bjinsuiq	不知所终
bjinsuyd	不知所云
bjintcgadnht	不知天高地厚
bjinui	不吱声
bjinuisn	不知生死
bjinun	不只是
bjinuzqc	不知深浅
bjinvn	不支持
bjinvnle	不支持了
bjinwpbjin	不知为不知
bjinwphe	不知为何
bjinws	不指望
bjinxbvn	不知羞耻
bjinyj	不至于
bjinyjby	不至于吧
bjinyncn	不止一次
bjinyntn	不值一提
bjinynuz	不值一哂
bjinynwz	不值一文
bjioehqjrzinbl	不战而屈人之兵
bjioehui	不战而胜
bjiolxun	不斩来使
bjiq	䊇
bjiq	不久之前
bjiqtl	不中听
bjit	步骤
bjit	不经之谈
bjiu	捕捉
bjix	不见真佛不烧香
bjiy	不解之缘
bjiz	布阵
bjjb	不久
bjjb	补救
bjjbinqc	不久之前
bjjbqc	不久前
bjjbrzun	不久人世
bjjbynht	不久以后
bjjc	部件
bjjcbjso	不见不散
bjjcde	不见得
bjjcdsnc	不减当年
bjjcghcxbjlulp	不见棺材不落泪
bjjcizfubjuaxg	不见真佛不烧香
bjjcjlvh	不见经传
bjjcle	不见了
bjjcszlm	不见森林
bjjctcrn	不见天日
bjjctjznbjsyyl	不见兔子不撒鹰
bjjf	咘
bjjf	不觉
bjjfyjeh	不绝于耳
bjjgmczn	不讲面子
bjjgynqn	不讲义气
bjjj	布局
bjjjnnyj	不拘泥于
bjjjxrjv	不拘小节
bjjjynge	不拘一格
bjjl	卟
bjjl	吥
bjjl	布景
bjjlehzt	不胫而走
bjjlinto	不经之谈
bjjlyn	不经意
bjjlynunbjvsynin	不经一事不长一智
bjjm	不仅
bjjm	不仅仅
bjjmbjmo	不紧不慢
bjjmjm	不仅仅
bjjmqlln	不近情理
bjjmrjcn	不仅如此
bjjmro	不尽然
bjjmrzql	不近人情
bjjmrzyn	不尽人意
bjjmwomp	不尽完美
bjjmxgtq	不尽相同
bjjmzetk	不进则退
bjjn	不急
bjjnbjxj	不疾不徐
bjjndele	不记得了
bjjndxjw	不计代价
bjjnge	不及格
bjjnkkbjwjyninqcln	不积跬步无以至千里
bjjnqcxc	不计前嫌
bjjnqnuj	不计其数
bjjq	哺
bjjrbjza	不骄不躁
bjjrehij	不教而诛
bjjv	不解
bjjv	不见经传
bjjvfiql	不解风情
bjjvinmn	不解之谜
bjjvinyh	不解之缘
bjjvmi	不结盟
bjjvmiyddq	不结盟运动
bjjwsnsu	不假思索
bjjx	别具匠心
bjka	补考
bjkalk	不考虑
bjkapj	不靠谱
bjke	补课
bjkebjin	不可不知
bjkedude	不可多得
bjkeeein	不可遏制
bjkefswj	不可方物
bjkeftrz	不可否认
bjkefzge	不可分割
bjkegarz	不可告人
bjkegjlg	不可估量
bjkehuqf	不可或缺
bjkeinld	不可知论
bjkeiumu	不可捉摸
bjkejbya	不可救药
bjkejcde	不可兼得
bjkeksln	不可抗力
bjkekxjr	不可开交
bjkelnyj	不可理喻
bjkemlig	不可名状
bjkemumv	不可磨灭
bjkeni	不可能
bjkeniby	不可能吧
bjkenide	不可能的
bjkepcfp	不可偏废
bjkeqhxm	不可全信
bjkeqn	不客气
bjkeqnjn	不可企及
bjkesnyn	不可思议
bjketndx	不可替代
bjketqrnehyj	不可同日而语
bjkeutun	不可收拾
bjkewxys	不可外扬
bjkexgxg	不可想象
bjkexmqnwj	不可信其无
bjkexrqj	不可小觑
bjkexvdx	不可懈怠
bjkeyn	不可以
bjkeynde	不可以的
bjkeynmy	不可以吗
bjkeynun	不可一世
bjkeyoig	不可言状
bjkeyovh	不可言传
bjkeyoyj	不可言喻
bjkezacn	不可造次
bjkj	不哭
bjkk	不愧
bjkl	不快
bjkl	不积跬步无以至千里
bjkn	醭
bjkn	比较困难
bjko	不堪
bjkohkut	不堪回首
bjkorjeh	不堪入耳
bjkorjmj	不堪入目
bjkosimckofumc	不看僧面看佛面
bjkouexg	不堪设想
bjkovqfj	不堪重负
bjkoynjn	不堪一击
bjkozajb	不堪造就
bjkq	䋠
bjkq	布控
bjkxxm	不开心
bjkz	不肯
bjla	捕捞
bjlaehhu	不劳而获
bjlb	不留
bjlbhzjn	不留痕迹
bjlbqlmc	不留情面
bjlbyjdn	不留余地
bjld	不论
bjldbjlp	不伦不类
bjldun	不论是
bjle	不见了
bjlejv	不了解
bjlelein	不了了之
bjlg	㾟
bjlg	不良
bjlgdxkh	不良贷款
bjlgfoyl	不良反应
bjlgjnlj	不良记录
